#특별시/광역시/도	시군구	읍면동	선거구	항목	항목값
세종특별자치시	세종특별자치시	NA	NA	국외부재자_선거권자	124
세종특별자치시	세종특별자치시	NA	NA	국외부재자_투표수	57
세종특별자치시	세종특별자치시	NA	NA	국외부재자_무효	1
세종특별자치시	세종특별자치시	NA	NA	국외부재자_기권	67
세종특별자치시	세종특별자치시	NA	NA	국내부재자_선거권자	2215
세종특별자치시	세종특별자치시	NA	NA	국내부재자_투표수	2002
세종특별자치시	세종특별자치시	NA	NA	국내부재자_무효	146
세종특별자치시	세종특별자치시	NA	NA	국내부재자_기권	213
세종특별자치시	세종특별자치시	금남면	금남면제3투	선거권자	1510
세종특별자치시	세종특별자치시	금남면	금남면제3투	투표수	903
세종특별자치시	세종특별자치시	금남면	금남면제3투	무효	22
세종특별자치시	세종특별자치시	금남면	금남면제3투	기권	607
세종특별자치시	세종특별자치시	금남면	금남면제1투	선거권자	4409
세종특별자치시	세종특별자치시	금남면	금남면제1투	투표수	2639
세종특별자치시	세종특별자치시	금남면	금남면제1투	무효	56
세종특별자치시	세종특별자치시	금남면	금남면제1투	기권	1770
세종특별자치시	세종특별자치시	조치원읍	조치원읍제10투	선거권자	1294
세종특별자치시	세종특별자치시	조치원읍	조치원읍제10투	투표수	724
세종특별자치시	세종특별자치시	조치원읍	조치원읍제10투	무효	9
세종특별자치시	세종특별자치시	조치원읍	조치원읍제10투	기권	570
세종특별자치시	세종특별자치시	전의면	전의면제2투	선거권자	2428
세종특별자치시	세종특별자치시	전의면	전의면제2투	투표수	1291
세종특별자치시	세종특별자치시	전의면	전의면제2투	무효	37
세종특별자치시	세종특별자치시	전의면	전의면제2투	기권	1137
세종특별자치시	세종특별자치시	연기군 의당면	연기군 의당면투표소	선거권자	664
세종특별자치시	세종특별자치시	연기군 의당면	연기군 의당면투표소	투표수	415
세종특별자치시	세종특별자치시	연기군 의당면	연기군 의당면투표소	무효	11
세종특별자치시	세종특별자치시	연기군 의당면	연기군 의당면투표소	기권	249
세종특별자치시	세종특별자치시	연기군 반포면	연기군 반포면투표소	선거권자	843
세종특별자치시	세종특별자치시	연기군 반포면	연기군 반포면투표소	투표수	485
세종특별자치시	세종특별자치시	연기군 반포면	연기군 반포면투표소	무효	8
세종특별자치시	세종특별자치시	연기군 반포면	연기군 반포면투표소	기권	358
세종특별자치시	세종특별자치시	조치원읍	조치원읍제8투	선거권자	3380
세종특별자치시	세종특별자치시	조치원읍	조치원읍제8투	투표수	1948
세종특별자치시	세종특별자치시	조치원읍	조치원읍제8투	무효	24
세종특별자치시	세종특별자치시	조치원읍	조치원읍제8투	기권	1432
세종특별자치시	세종특별자치시	동면	동면제2투	선거권자	1621
세종특별자치시	세종특별자치시	동면	동면제2투	투표수	893
세종특별자치시	세종특별자치시	동면	동면제2투	무효	37
세종특별자치시	세종특별자치시	동면	동면제2투	기권	728
세종특별자치시	세종특별자치시	남면	남면제1투	선거권자	2276
세종특별자치시	세종특별자치시	남면	남면제1투	투표수	1314
세종특별자치시	세종특별자치시	남면	남면제1투	무효	23
세종특별자치시	세종특별자치시	남면	남면제1투	기권	962
세종특별자치시	세종특별자치시	조치원읍	조치원읍제1투	선거권자	2562
세종특별자치시	세종특별자치시	조치원읍	조치원읍제1투	투표수	1418
세종특별자치시	세종특별자치시	조치원읍	조치원읍제1투	무효	13
세종특별자치시	세종특별자치시	조치원읍	조치원읍제1투	기권	1144
세종특별자치시	세종특별자치시	조치원읍	조치원읍제3투	선거권자	4222
세종특별자치시	세종특별자치시	조치원읍	조치원읍제3투	투표수	2538
세종특별자치시	세종특별자치시	조치원읍	조치원읍제3투	무효	69
세종특별자치시	세종특별자치시	조치원읍	조치원읍제3투	기권	1684
세종특별자치시	세종특별자치시	서면	서면제1투	선거권자	1417
세종특별자치시	세종특별자치시	서면	서면제1투	투표수	902
세종특별자치시	세종특별자치시	서면	서면제1투	무효	16
세종특별자치시	세종특별자치시	서면	서면제1투	기권	515
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제1투	선거권자	3481
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제1투	투표수	1976
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제1투	무효	73
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제1투	기권	1505
세종특별자치시	세종특별자치시	조치원읍	조치원읍제7투	선거권자	5068
세종특별자치시	세종특별자치시	조치원읍	조치원읍제7투	투표수	3036
세종특별자치시	세종특별자치시	조치원읍	조치원읍제7투	무효	33
세종특별자치시	세종특별자치시	조치원읍	조치원읍제7투	기권	2032
세종특별자치시	세종특별자치시	남면	남면제3투	선거권자	2995
세종특별자치시	세종특별자치시	남면	남면제3투	투표수	2080
세종특별자치시	세종특별자치시	남면	남면제3투	무효	16
세종특별자치시	세종특별자치시	남면	남면제3투	기권	915
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제1투	선거권자	2026
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제1투	투표수	1171
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제1투	무효	26
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제1투	기권	855
세종특별자치시	세종특별자치시	서면	서면제3투	선거권자	963
세종특별자치시	세종특별자치시	서면	서면제3투	투표수	645
세종특별자치시	세종특별자치시	서면	서면제3투	무효	11
세종특별자치시	세종특별자치시	서면	서면제3투	기권	318
세종특별자치시	세종특별자치시	조치원읍	조치원읍제5투	선거권자	1705
세종특별자치시	세종특별자치시	조치원읍	조치원읍제5투	투표수	1037
세종특별자치시	세종특별자치시	조치원읍	조치원읍제5투	무효	19
세종특별자치시	세종특별자치시	조치원읍	조치원읍제5투	기권	668
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제2투	선거권자	1421
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제2투	투표수	822
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제2투	무효	27
세종특별자치시	세종특별자치시	연기군 장기면	연기군 장기면제2투	기권	599
세종특별자치시	세종특별자치시	금남면	금남면제4투	선거권자	555
세종특별자치시	세종특별자치시	금남면	금남면제4투	투표수	327
세종특별자치시	세종특별자치시	금남면	금남면제4투	무효	9
세종특별자치시	세종특별자치시	금남면	금남면제4투	기권	228
세종특별자치시	세종특별자치시	금남면	금남면제2투	선거권자	1572
세종특별자치시	세종특별자치시	금남면	금남면제2투	투표수	868
세종특별자치시	세종특별자치시	금남면	금남면제2투	무효	20
세종특별자치시	세종특별자치시	금남면	금남면제2투	기권	704
세종특별자치시	세종특별자치시	조치원읍	조치원읍제11투	선거권자	5749
세종특별자치시	세종특별자치시	조치원읍	조치원읍제11투	투표수	3479
세종특별자치시	세종특별자치시	조치원읍	조치원읍제11투	무효	10
세종특별자치시	세종특별자치시	조치원읍	조치원읍제11투	기권	2270
세종특별자치시	세종특별자치시	전동면	전동면제2투	선거권자	576
세종특별자치시	세종특별자치시	전동면	전동면제2투	투표수	357
세종특별자치시	세종특별자치시	전동면	전동면제2투	무효	9
세종특별자치시	세종특별자치시	전동면	전동면제2투	기권	219
세종특별자치시	세종특별자치시	전의면	전의면제3투	선거권자	831
세종특별자치시	세종특별자치시	전의면	전의면제3투	투표수	526
세종특별자치시	세종특별자치시	전의면	전의면제3투	무효	17
세종특별자치시	세종특별자치시	전의면	전의면제3투	기권	305
세종특별자치시	세종특별자치시	조치원읍	조치원읍제9투	선거권자	1919
세종특별자치시	세종특별자치시	조치원읍	조치원읍제9투	투표수	1044
세종특별자치시	세종특별자치시	조치원읍	조치원읍제9투	무효	24
세종특별자치시	세종특별자치시	조치원읍	조치원읍제9투	기권	875
세종특별자치시	세종특별자치시	전의면	전의면제1투	선거권자	2348
세종특별자치시	세종특별자치시	전의면	전의면제1투	투표수	1184
세종특별자치시	세종특별자치시	전의면	전의면제1투	무효	21
세종특별자치시	세종특별자치시	전의면	전의면제1투	기권	1164
세종특별자치시	세종특별자치시	동면	동면제1투	선거권자	1771
세종특별자치시	세종특별자치시	동면	동면제1투	투표수	1061
세종특별자치시	세종특별자치시	동면	동면제1투	무효	44
세종특별자치시	세종특별자치시	동면	동면제1투	기권	710
세종특별자치시	세종특별자치시	전동면	전동면제3투	선거권자	897
세종특별자치시	세종특별자치시	전동면	전동면제3투	투표수	483
세종특별자치시	세종특별자치시	전동면	전동면제3투	무효	15
세종특별자치시	세종특별자치시	전동면	전동면제3투	기권	414
세종특별자치시	세종특별자치시	남면	남면제2투	선거권자	541
세종특별자치시	세종특별자치시	남면	남면제2투	투표수	348
세종특별자치시	세종특별자치시	남면	남면제2투	무효	10
세종특별자치시	세종특별자치시	남면	남면제2투	기권	193
세종특별자치시	세종특별자치시	서면	서면제4투	선거권자	3368
세종특별자치시	세종특별자치시	서면	서면제4투	투표수	2006
세종특별자치시	세종특별자치시	서면	서면제4투	무효	41
세종특별자치시	세종특별자치시	서면	서면제4투	기권	1362
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제2투	선거권자	1822
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제2투	투표수	1126
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제2투	무효	22
세종특별자치시	세종특별자치시	연기군 부용면	연기군 부용면제2투	기권	696
세종특별자치시	세종특별자치시	조치원읍	조치원읍제6투	선거권자	3210
세종특별자치시	세종특별자치시	조치원읍	조치원읍제6투	투표수	1726
세종특별자치시	세종특별자치시	조치원읍	조치원읍제6투	무효	34
세종특별자치시	세종특별자치시	조치원읍	조치원읍제6투	기권	1484
세종특별자치시	세종특별자치시	전동면	전동면제1투	선거권자	1796
세종특별자치시	세종특별자치시	전동면	전동면제1투	투표수	1076
세종특별자치시	세종특별자치시	전동면	전동면제1투	무효	26
세종특별자치시	세종특별자치시	전동면	전동면제1투	기권	720
세종특별자치시	세종특별자치시	조치원읍	조치원읍제2투	선거권자	1013
세종특별자치시	세종특별자치시	조치원읍	조치원읍제2투	투표수	601
세종특별자치시	세종특별자치시	조치원읍	조치원읍제2투	무효	3
세종특별자치시	세종특별자치시	조치원읍	조치원읍제2투	기권	412
세종특별자치시	세종특별자치시	서면	서면제2투	선거권자	702
세종특별자치시	세종특별자치시	서면	서면제2투	투표수	441
세종특별자치시	세종특별자치시	서면	서면제2투	무효	8
세종특별자치시	세종특별자치시	서면	서면제2투	기권	261
세종특별자치시	세종특별자치시	조치원읍	조치원읍제4투	선거권자	2392
세종특별자치시	세종특별자치시	조치원읍	조치원읍제4투	투표수	1144
세종특별자치시	세종특별자치시	조치원읍	조치원읍제4투	무효	19
세종특별자치시	세종특별자치시	조치원읍	조치원읍제4투	기권	1248
세종특별자치시	세종특별자치시	소정면	소정면투표소	선거권자	2342
세종특별자치시	세종특별자치시	소정면	소정면투표소	투표수	1295
세종특별자치시	세종특별자치시	소정면	소정면투표소	무효	30
세종특별자치시	세종특별자치시	소정면	소정면투표소	기권	1047
