#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
부산광역시	금정구	서제3동	서제3동제2투	새누리당	김세연	1122
부산광역시	금정구	서제3동	서제3동제2투	민주통합당	장향숙	544
부산광역시	금정구	구서제2동	구서제2동제4투	새누리당	김세연	1507
부산광역시	금정구	구서제2동	구서제2동제4투	민주통합당	장향숙	739
부산광역시	금정구	청룡노포동	청룡노포동제2투	새누리당	김세연	1108
부산광역시	금정구	청룡노포동	청룡노포동제2투	민주통합당	장향숙	475
부산광역시	금정구	금사동	금사동제2투	새누리당	김세연	1032
부산광역시	금정구	금사동	금사동제2투	민주통합당	장향숙	467
부산광역시	금정구	장전제1동	장전제1동제4투	새누리당	김세연	870
부산광역시	금정구	장전제1동	장전제1동제4투	민주통합당	장향숙	546
부산광역시	금정구	구서제1동	구서제1동제1투	새누리당	김세연	1480
부산광역시	금정구	구서제1동	구서제1동제1투	민주통합당	장향숙	830
부산광역시	금정구	구서제2동	구서제2동제7투	새누리당	김세연	2130
부산광역시	금정구	구서제2동	구서제2동제7투	민주통합당	장향숙	803
부산광역시	금정구	남산동	남산동제5투	새누리당	김세연	1410
부산광역시	금정구	남산동	남산동제5투	민주통합당	장향숙	652
부산광역시	금정구	부곡제3동	부곡제3동제2투	새누리당	김세연	959
부산광역시	금정구	부곡제3동	부곡제3동제2투	민주통합당	장향숙	453
부산광역시	금정구	남산동	남산동제7투	새누리당	김세연	1467
부산광역시	금정구	남산동	남산동제7투	민주통합당	장향숙	808
부산광역시	금정구	부곡제3동	부곡제3동제4투	새누리당	김세연	1746
부산광역시	금정구	부곡제3동	부곡제3동제4투	민주통합당	장향숙	907
부산광역시	금정구	부곡제4동	부곡제4동제1투	새누리당	김세연	1334
부산광역시	금정구	부곡제4동	부곡제4동제1투	민주통합당	장향숙	766
부산광역시	금정구	남산동	남산동제2투	새누리당	김세연	1147
부산광역시	금정구	남산동	남산동제2투	민주통합당	장향숙	670
부산광역시	금정구	구서제1동	구서제1동제4투	새누리당	김세연	1161
부산광역시	금정구	구서제1동	구서제1동제4투	민주통합당	장향숙	683
부산광역시	금정구	구서제2동	구서제2동제2투	새누리당	김세연	1504
부산광역시	금정구	구서제2동	구서제2동제2투	민주통합당	장향숙	712
부산광역시	금정구	남산동	남산동제6투	새누리당	김세연	1510
부산광역시	금정구	남산동	남산동제6투	민주통합당	장향숙	694
부산광역시	금정구	금사동	금사동제1투	새누리당	김세연	1022
부산광역시	금정구	금사동	금사동제1투	민주통합당	장향숙	471
부산광역시	금정구	서제2동	서제2동제2투	새누리당	김세연	1259
부산광역시	금정구	서제2동	서제2동제2투	민주통합당	장향숙	497
부산광역시	금정구	부곡제2동	부곡제2동제2투	새누리당	김세연	979
부산광역시	금정구	부곡제2동	부곡제2동제2투	민주통합당	장향숙	495
부산광역시	금정구	서제3동	서제3동제4투	새누리당	김세연	882
부산광역시	금정구	서제3동	서제3동제4투	민주통합당	장향숙	434
부산광역시	금정구	구서제2동	구서제2동제3투	새누리당	김세연	1296
부산광역시	금정구	구서제2동	구서제2동제3투	민주통합당	장향숙	724
부산광역시	금정구	구서제2동	구서제2동제1투	새누리당	김세연	1198
부산광역시	금정구	구서제2동	구서제2동제1투	민주통합당	장향숙	637
부산광역시	금정구	부곡제2동	부곡제2동제4투	새누리당	김세연	1760
부산광역시	금정구	부곡제2동	부곡제2동제4투	민주통합당	장향숙	882
부산광역시	금정구	부곡제1동	부곡제1동제1투	새누리당	김세연	871
부산광역시	금정구	부곡제1동	부곡제1동제1투	민주통합당	장향숙	417
부산광역시	금정구	장전제2동	장전제2동제2투	새누리당	김세연	1582
부산광역시	금정구	장전제2동	장전제2동제2투	민주통합당	장향숙	902
부산광역시	금정구	부곡제1동	부곡제1동제2투	새누리당	김세연	1523
부산광역시	금정구	부곡제1동	부곡제1동제2투	민주통합당	장향숙	670
부산광역시	금정구	서제1동	서제1동제2투	새누리당	김세연	798
부산광역시	금정구	서제1동	서제1동제2투	민주통합당	장향숙	340
부산광역시	금정구	청룡노포동	청룡노포동제1투	새누리당	김세연	1695
부산광역시	금정구	청룡노포동	청룡노포동제1투	민주통합당	장향숙	698
부산광역시	금정구	장전제1동	장전제1동제2투	새누리당	김세연	1050
부산광역시	금정구	장전제1동	장전제1동제2투	민주통합당	장향숙	750
