#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
광주광역시	광산구갑	월곡2동	월곡2동제5투	민주통합당	김동철	916
광주광역시	광산구갑	월곡2동	월곡2동제5투	통합진보당	장원섭	542
광주광역시	광산구갑	월곡2동	월곡2동제5투	무소속	김영성	43
광주광역시	광산구갑	월곡1동	월곡1동제3투	민주통합당	김동철	1268
광주광역시	광산구갑	월곡1동	월곡1동제3투	통합진보당	장원섭	548
광주광역시	광산구갑	월곡1동	월곡1동제3투	무소속	김영성	81
광주광역시	광산구갑	어룡동	어룡동제4투	민주통합당	김동철	809
광주광역시	광산구갑	어룡동	어룡동제4투	통합진보당	장원섭	258
광주광역시	광산구갑	어룡동	어룡동제4투	무소속	김영성	34
광주광역시	광산구갑	도산동	도산동제1투	민주통합당	김동철	1200
광주광역시	광산구갑	도산동	도산동제1투	통합진보당	장원섭	488
광주광역시	광산구갑	도산동	도산동제1투	무소속	김영성	64
광주광역시	광산구갑	운남동	운남동제2투	민주통합당	김동철	817
광주광역시	광산구갑	운남동	운남동제2투	통합진보당	장원섭	379
광주광역시	광산구갑	운남동	운남동제2투	무소속	김영성	36
광주광역시	광산구갑	도산동	도산동제3투	민주통합당	김동철	1316
광주광역시	광산구갑	도산동	도산동제3투	통합진보당	장원섭	508
광주광역시	광산구갑	도산동	도산동제3투	무소속	김영성	74
광주광역시	광산구갑	운남동	운남동제4투	민주통합당	김동철	552
광주광역시	광산구갑	운남동	운남동제4투	통합진보당	장원섭	245
광주광역시	광산구갑	운남동	운남동제4투	무소속	김영성	32
광주광역시	광산구갑	신흥동	신흥동제2투	민주통합당	김동철	949
광주광역시	광산구갑	신흥동	신흥동제2투	통합진보당	장원섭	256
광주광역시	광산구갑	신흥동	신흥동제2투	무소속	김영성	63
광주광역시	광산구갑	우산동	우산동제1투	민주통합당	김동철	1133
광주광역시	광산구갑	우산동	우산동제1투	통합진보당	장원섭	368
광주광역시	광산구갑	우산동	우산동제1투	무소속	김영성	65
광주광역시	광산구갑	월곡1동	월곡1동제1투	민주통합당	김동철	719
광주광역시	광산구갑	월곡1동	월곡1동제1투	통합진보당	장원섭	289
광주광역시	광산구갑	월곡1동	월곡1동제1투	무소속	김영성	48
광주광역시	광산구갑	우산동	우산동제5투	민주통합당	김동철	1143
광주광역시	광산구갑	우산동	우산동제5투	통합진보당	장원섭	441
광주광역시	광산구갑	우산동	우산동제5투	무소속	김영성	50
광주광역시	광산구갑	우산동	우산동제7투	민주통합당	김동철	744
광주광역시	광산구갑	우산동	우산동제7투	통합진보당	장원섭	190
광주광역시	광산구갑	우산동	우산동제7투	무소속	김영성	49
광주광역시	광산구갑	평동	평동제2투	민주통합당	김동철	620
광주광역시	광산구갑	평동	평동제2투	통합진보당	장원섭	382
광주광역시	광산구갑	평동	평동제2투	무소속	김영성	25
광주광역시	광산구갑	삼도동	삼도동제2투	민주통합당	김동철	373
광주광역시	광산구갑	삼도동	삼도동제2투	통합진보당	장원섭	99
광주광역시	광산구갑	삼도동	삼도동제2투	무소속	김영성	13
광주광역시	광산구갑	송정1동	송정1동제1투	민주통합당	김동철	1097
광주광역시	광산구갑	송정1동	송정1동제1투	통합진보당	장원섭	400
광주광역시	광산구갑	송정1동	송정1동제1투	무소속	김영성	90
광주광역시	광산구갑	본량동	본량동제2투	민주통합당	김동철	322
광주광역시	광산구갑	본량동	본량동제2투	통합진보당	장원섭	71
광주광역시	광산구갑	본량동	본량동제2투	무소속	김영성	15
광주광역시	광산구갑	운남동	운남동제8투	민주통합당	김동철	800
광주광역시	광산구갑	운남동	운남동제8투	통합진보당	장원섭	421
광주광역시	광산구갑	운남동	운남동제8투	무소속	김영성	30
광주광역시	광산구갑	신흥동	신흥동제1투	민주통합당	김동철	574
광주광역시	광산구갑	신흥동	신흥동제1투	통합진보당	장원섭	182
광주광역시	광산구갑	신흥동	신흥동제1투	무소속	김영성	66
광주광역시	광산구갑	우산동	우산동제2투	민주통합당	김동철	728
광주광역시	광산구갑	우산동	우산동제2투	통합진보당	장원섭	228
광주광역시	광산구갑	우산동	우산동제2투	무소속	김영성	32
광주광역시	광산구갑	월곡2동	월곡2동제3투	민주통합당	김동철	1052
광주광역시	광산구갑	월곡2동	월곡2동제3투	통합진보당	장원섭	516
광주광역시	광산구갑	월곡2동	월곡2동제3투	무소속	김영성	51
광주광역시	광산구갑	월곡2동	월곡2동제2투	민주통합당	김동철	842
광주광역시	광산구갑	월곡2동	월곡2동제2투	통합진보당	장원섭	257
광주광역시	광산구갑	월곡2동	월곡2동제2투	무소속	김영성	42
광주광역시	광산구갑	어룡동	어룡동제6투	민주통합당	김동철	1078
광주광역시	광산구갑	어룡동	어룡동제6투	통합진보당	장원섭	582
광주광역시	광산구갑	어룡동	어룡동제6투	무소속	김영성	69
광주광역시	광산구갑	어룡동	어룡동제2투	민주통합당	김동철	874
광주광역시	광산구갑	어룡동	어룡동제2투	통합진보당	장원섭	416
광주광역시	광산구갑	어룡동	어룡동제2투	무소속	김영성	55
광주광역시	광산구갑	월곡2동	월곡2동제1투	민주통합당	김동철	871
광주광역시	광산구갑	월곡2동	월곡2동제1투	통합진보당	장원섭	279
광주광역시	광산구갑	월곡2동	월곡2동제1투	무소속	김영성	32
광주광역시	광산구갑	송정1동	송정1동제3투	민주통합당	김동철	991
광주광역시	광산구갑	송정1동	송정1동제3투	통합진보당	장원섭	528
광주광역시	광산구갑	송정1동	송정1동제3투	무소속	김영성	65
광주광역시	광산구갑	운남동	운남동제7투	민주통합당	김동철	1051
광주광역시	광산구갑	운남동	운남동제7투	통합진보당	장원섭	502
광주광역시	광산구갑	운남동	운남동제7투	무소속	김영성	50
광주광역시	광산구갑	월곡2동	월곡2동제4투	민주통합당	김동철	985
광주광역시	광산구갑	월곡2동	월곡2동제4투	통합진보당	장원섭	619
광주광역시	광산구갑	월곡2동	월곡2동제4투	무소속	김영성	55
광주광역시	광산구갑	월곡1동	월곡1동제4투	민주통합당	김동철	877
광주광역시	광산구갑	월곡1동	월곡1동제4투	통합진보당	장원섭	335
광주광역시	광산구갑	월곡1동	월곡1동제4투	무소속	김영성	51
광주광역시	광산구갑	도산동	도산동제2투	민주통합당	김동철	1023
광주광역시	광산구갑	도산동	도산동제2투	통합진보당	장원섭	350
광주광역시	광산구갑	도산동	도산동제2투	무소속	김영성	120
광주광역시	광산구갑	월곡1동	월곡1동제2투	민주통합당	김동철	545
광주광역시	광산구갑	월곡1동	월곡1동제2투	통합진보당	장원섭	189
광주광역시	광산구갑	월곡1동	월곡1동제2투	무소속	김영성	28
광주광역시	광산구갑	삼도동	삼도동제1투	민주통합당	김동철	632
광주광역시	광산구갑	삼도동	삼도동제1투	통합진보당	장원섭	207
광주광역시	광산구갑	삼도동	삼도동제1투	무소속	김영성	32
광주광역시	광산구갑	운남동	운남동제5투	민주통합당	김동철	1014
광주광역시	광산구갑	운남동	운남동제5투	통합진보당	장원섭	388
광주광역시	광산구갑	운남동	운남동제5투	무소속	김영성	51
광주광역시	광산구갑	어룡동	어룡동제5투	민주통합당	김동철	927
광주광역시	광산구갑	어룡동	어룡동제5투	통합진보당	장원섭	505
광주광역시	광산구갑	어룡동	어룡동제5투	무소속	김영성	48
광주광역시	광산구갑	우산동	우산동제6투	민주통합당	김동철	580
광주광역시	광산구갑	우산동	우산동제6투	통합진보당	장원섭	243
광주광역시	광산구갑	우산동	우산동제6투	무소속	김영성	35
광주광역시	광산구갑	평동	평동제1투	민주통합당	김동철	569
광주광역시	광산구갑	평동	평동제1투	통합진보당	장원섭	142
광주광역시	광산구갑	평동	평동제1투	무소속	김영성	24
광주광역시	광산구갑	송정2동	송정2동제3투	민주통합당	김동철	624
광주광역시	광산구갑	송정2동	송정2동제3투	통합진보당	장원섭	230
광주광역시	광산구갑	송정2동	송정2동제3투	무소속	김영성	43
광주광역시	광산구갑	우산동	우산동제4투	민주통합당	김동철	529
광주광역시	광산구갑	우산동	우산동제4투	통합진보당	장원섭	305
광주광역시	광산구갑	우산동	우산동제4투	무소속	김영성	24
광주광역시	광산구갑	동곡동	동곡동투표소	민주통합당	김동철	716
광주광역시	광산구갑	동곡동	동곡동투표소	통합진보당	장원섭	319
광주광역시	광산구갑	동곡동	동곡동투표소	무소속	김영성	40
광주광역시	광산구갑	본량동	본량동제1투	민주통합당	김동철	556
광주광역시	광산구갑	본량동	본량동제1투	통합진보당	장원섭	221
광주광역시	광산구갑	본량동	본량동제1투	무소속	김영성	28
광주광역시	광산구갑	송정1동	송정1동제2투	민주통합당	김동철	801
광주광역시	광산구갑	송정1동	송정1동제2투	통합진보당	장원섭	289
광주광역시	광산구갑	송정1동	송정1동제2투	무소속	김영성	55
광주광역시	광산구갑	송정2동	송정2동제1투	민주통합당	김동철	681
광주광역시	광산구갑	송정2동	송정2동제1투	통합진보당	장원섭	210
광주광역시	광산구갑	송정2동	송정2동제1투	무소속	김영성	54
광주광역시	광산구갑	우산동	우산동제3투	민주통합당	김동철	915
광주광역시	광산구갑	우산동	우산동제3투	통합진보당	장원섭	258
광주광역시	광산구갑	우산동	우산동제3투	무소속	김영성	45
광주광역시	광산구갑	운남동	운남동제9투	민주통합당	김동철	821
광주광역시	광산구갑	운남동	운남동제9투	통합진보당	장원섭	432
광주광역시	광산구갑	운남동	운남동제9투	무소속	김영성	46
광주광역시	광산구갑	운남동	운남동제6투	민주통합당	김동철	1036
광주광역시	광산구갑	운남동	운남동제6투	통합진보당	장원섭	422
광주광역시	광산구갑	운남동	운남동제6투	무소속	김영성	51
광주광역시	광산구갑	운남동	운남동제1투	민주통합당	김동철	953
광주광역시	광산구갑	운남동	운남동제1투	통합진보당	장원섭	492
광주광역시	광산구갑	운남동	운남동제1투	무소속	김영성	50
광주광역시	광산구갑	어룡동	어룡동제1투	민주통합당	김동철	750
광주광역시	광산구갑	어룡동	어룡동제1투	통합진보당	장원섭	251
광주광역시	광산구갑	어룡동	어룡동제1투	무소속	김영성	39
광주광역시	광산구갑	운남동	운남동제3투	민주통합당	김동철	764
광주광역시	광산구갑	운남동	운남동제3투	통합진보당	장원섭	306
광주광역시	광산구갑	운남동	운남동제3투	무소속	김영성	33
광주광역시	광산구갑	송정2동	송정2동제2투	민주통합당	김동철	766
광주광역시	광산구갑	송정2동	송정2동제2투	통합진보당	장원섭	201
광주광역시	광산구갑	송정2동	송정2동제2투	무소속	김영성	58
광주광역시	광산구갑	어룡동	어룡동제3투	민주통합당	김동철	785
광주광역시	광산구갑	어룡동	어룡동제3투	통합진보당	장원섭	341
광주광역시	광산구갑	어룡동	어룡동제3투	무소속	김영성	69
