#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
경상북도	경산시청도군	남천면	남천면제2투	새누리당	최경환	522
경상북도	경산시청도군	남천면	남천면제2투	통합진보당	윤병태	52
경상북도	경산시청도군	남천면	남천면제2투	무소속	박인	4
경상북도	경산시청도군	남천면	남천면제2투	무소속	이권우	61
경상북도	경산시청도군	남천면	남천면제2투	무소속	김성준	50
경상북도	경산시청도군	진량읍	진량읍제7투	새누리당	최경환	676
경상북도	경산시청도군	진량읍	진량읍제7투	통합진보당	윤병태	180
경상북도	경산시청도군	진량읍	진량읍제7투	무소속	박인	22
경상북도	경산시청도군	진량읍	진량읍제7투	무소속	이권우	229
경상북도	경산시청도군	진량읍	진량읍제7투	무소속	김성준	31
경상북도	경산시청도군	서부1동	서부1동제2투	새누리당	최경환	1430
경상북도	경산시청도군	서부1동	서부1동제2투	통합진보당	윤병태	320
경상북도	경산시청도군	서부1동	서부1동제2투	무소속	박인	36
경상북도	경산시청도군	서부1동	서부1동제2투	무소속	이권우	245
경상북도	경산시청도군	서부1동	서부1동제2투	무소속	김성준	142
경상북도	경산시청도군	남부동	남부동제1투	새누리당	최경환	994
경상북도	경산시청도군	남부동	남부동제1투	통합진보당	윤병태	243
경상북도	경산시청도군	남부동	남부동제1투	무소속	박인	35
경상북도	경산시청도군	남부동	남부동제1투	무소속	이권우	165
경상북도	경산시청도군	남부동	남부동제1투	무소속	김성준	121
경상북도	경산시청도군	서부2동	서부2동제5투	새누리당	최경환	871
경상북도	경산시청도군	서부2동	서부2동제5투	통합진보당	윤병태	263
경상북도	경산시청도군	서부2동	서부2동제5투	무소속	박인	115
경상북도	경산시청도군	서부2동	서부2동제5투	무소속	이권우	174
경상북도	경산시청도군	서부2동	서부2동제5투	무소속	김성준	108
경상북도	경산시청도군	동부동	동부동제8투	새누리당	최경환	672
경상북도	경산시청도군	동부동	동부동제8투	통합진보당	윤병태	246
경상북도	경산시청도군	동부동	동부동제8투	무소속	박인	17
경상북도	경산시청도군	동부동	동부동제8투	무소속	이권우	119
경상북도	경산시청도군	동부동	동부동제8투	무소속	김성준	102
경상북도	경산시청도군	자인면	자인면제1투	새누리당	최경환	771
경상북도	경산시청도군	자인면	자인면제1투	통합진보당	윤병태	64
경상북도	경산시청도군	자인면	자인면제1투	무소속	박인	12
경상북도	경산시청도군	자인면	자인면제1투	무소속	이권우	118
경상북도	경산시청도군	자인면	자인면제1투	무소속	김성준	44
경상북도	경산시청도군	와촌면	와촌면제2투	새누리당	최경환	681
경상북도	경산시청도군	와촌면	와촌면제2투	통합진보당	윤병태	108
경상북도	경산시청도군	와촌면	와촌면제2투	무소속	박인	10
경상북도	경산시청도군	와촌면	와촌면제2투	무소속	이권우	217
경상북도	경산시청도군	와촌면	와촌면제2투	무소속	김성준	22
경상북도	경산시청도군	중방동	중방동제3투	새누리당	최경환	1465
경상북도	경산시청도군	중방동	중방동제3투	통합진보당	윤병태	388
경상북도	경산시청도군	중방동	중방동제3투	무소속	박인	61
경상북도	경산시청도군	중방동	중방동제3투	무소속	이권우	363
경상북도	경산시청도군	중방동	중방동제3투	무소속	김성준	134
경상북도	경산시청도군	진량읍	진량읍제9투	새누리당	최경환	845
경상북도	경산시청도군	진량읍	진량읍제9투	통합진보당	윤병태	264
경상북도	경산시청도군	진량읍	진량읍제9투	무소속	박인	29
경상북도	경산시청도군	진량읍	진량읍제9투	무소속	이권우	336
경상북도	경산시청도군	진량읍	진량읍제9투	무소속	김성준	63
경상북도	경산시청도군	남산면	남산면제1투	새누리당	최경환	981
경상북도	경산시청도군	남산면	남산면제1투	통합진보당	윤병태	112
경상북도	경산시청도군	남산면	남산면제1투	무소속	박인	18
경상북도	경산시청도군	남산면	남산면제1투	무소속	이권우	150
경상북도	경산시청도군	남산면	남산면제1투	무소속	김성준	53
경상북도	경산시청도군	압량면	압량면제3투	새누리당	최경환	1198
경상북도	경산시청도군	압량면	압량면제3투	통합진보당	윤병태	280
경상북도	경산시청도군	압량면	압량면제3투	무소속	박인	37
경상북도	경산시청도군	압량면	압량면제3투	무소속	이권우	197
경상북도	경산시청도군	압량면	압량면제3투	무소속	김성준	101
경상북도	경산시청도군	동부동	동부동제4투	새누리당	최경환	599
경상북도	경산시청도군	동부동	동부동제4투	통합진보당	윤병태	127
경상북도	경산시청도군	동부동	동부동제4투	무소속	박인	19
경상북도	경산시청도군	동부동	동부동제4투	무소속	이권우	104
경상북도	경산시청도군	동부동	동부동제4투	무소속	김성준	79
경상북도	경산시청도군	동부동	동부동제6투	새누리당	최경환	949
경상북도	경산시청도군	동부동	동부동제6투	통합진보당	윤병태	252
경상북도	경산시청도군	동부동	동부동제6투	무소속	박인	23
경상북도	경산시청도군	동부동	동부동제6투	무소속	이권우	189
경상북도	경산시청도군	동부동	동부동제6투	무소속	김성준	153
경상북도	경산시청도군	용성면	용성면제3투	새누리당	최경환	188
경상북도	경산시청도군	용성면	용성면제3투	통합진보당	윤병태	22
경상북도	경산시청도군	용성면	용성면제3투	무소속	박인	4
경상북도	경산시청도군	용성면	용성면제3투	무소속	이권우	26
경상북도	경산시청도군	용성면	용성면제3투	무소속	김성준	18
경상북도	경산시청도군	진량읍	진량읍제1투	새누리당	최경환	953
경상북도	경산시청도군	진량읍	진량읍제1투	통합진보당	윤병태	262
경상북도	경산시청도군	진량읍	진량읍제1투	무소속	박인	33
경상북도	경산시청도군	진량읍	진량읍제1투	무소속	이권우	364
경상북도	경산시청도군	진량읍	진량읍제1투	무소속	김성준	49
경상북도	경산시청도군	자인면	자인면제2투	새누리당	최경환	730
경상북도	경산시청도군	자인면	자인면제2투	통합진보당	윤병태	81
경상북도	경산시청도군	자인면	자인면제2투	무소속	박인	11
경상북도	경산시청도군	자인면	자인면제2투	무소속	이권우	123
경상북도	경산시청도군	자인면	자인면제2투	무소속	김성준	37
경상북도	경산시청도군	중방동	중방동제1투	새누리당	최경환	791
경상북도	경산시청도군	중방동	중방동제1투	통합진보당	윤병태	147
경상북도	경산시청도군	중방동	중방동제1투	무소속	박인	19
경상북도	경산시청도군	중방동	중방동제1투	무소속	이권우	166
경상북도	경산시청도군	중방동	중방동제1투	무소속	김성준	98
경상북도	경산시청도군	진량읍	진량읍제5투	새누리당	최경환	515
경상북도	경산시청도군	진량읍	진량읍제5투	통합진보당	윤병태	124
경상북도	경산시청도군	진량읍	진량읍제5투	무소속	박인	21
경상북도	경산시청도군	진량읍	진량읍제5투	무소속	이권우	459
경상북도	경산시청도군	진량읍	진량읍제5투	무소속	김성준	43
경상북도	경산시청도군	남산면	남산면제2투	새누리당	최경환	418
경상북도	경산시청도군	남산면	남산면제2투	통합진보당	윤병태	61
경상북도	경산시청도군	남산면	남산면제2투	무소속	박인	8
경상북도	경산시청도군	남산면	남산면제2투	무소속	이권우	84
경상북도	경산시청도군	남산면	남산면제2투	무소속	김성준	44
경상북도	경산시청도군	진량읍	진량읍제3투	새누리당	최경환	508
경상북도	경산시청도군	진량읍	진량읍제3투	통합진보당	윤병태	53
경상북도	경산시청도군	진량읍	진량읍제3투	무소속	박인	13
경상북도	경산시청도군	진량읍	진량읍제3투	무소속	이권우	268
경상북도	경산시청도군	진량읍	진량읍제3투	무소속	김성준	24
경상북도	경산시청도군	서부2동	서부2동제3투	새누리당	최경환	1161
경상북도	경산시청도군	서부2동	서부2동제3투	통합진보당	윤병태	244
경상북도	경산시청도군	서부2동	서부2동제3투	무소속	박인	22
경상북도	경산시청도군	서부2동	서부2동제3투	무소속	이권우	257
경상북도	경산시청도군	서부2동	서부2동제3투	무소속	김성준	124
경상북도	경산시청도군	압량면	압량면제4투	새누리당	최경환	457
경상북도	경산시청도군	압량면	압량면제4투	통합진보당	윤병태	64
경상북도	경산시청도군	압량면	압량면제4투	무소속	박인	8
경상북도	경산시청도군	압량면	압량면제4투	무소속	이권우	57
