#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
울산광역시	남구갑	신정4동	신정4동제2투	새누리당	이채익	1072
울산광역시	남구갑	신정4동	신정4동제2투	민주통합당	심규명	598
울산광역시	남구갑	신정4동	신정4동제2투	무소속	김헌득	179
울산광역시	남구갑	신정2동	신정2동제1투	새누리당	이채익	997
울산광역시	남구갑	신정2동	신정2동제1투	민주통합당	심규명	505
울산광역시	남구갑	신정2동	신정2동제1투	무소속	김헌득	190
울산광역시	남구갑	옥동	옥동제5투	새누리당	이채익	1141
울산광역시	남구갑	옥동	옥동제5투	민주통합당	심규명	841
울산광역시	남구갑	옥동	옥동제5투	무소속	김헌득	222
울산광역시	남구갑	신정2동	신정2동제3투	새누리당	이채익	1008
울산광역시	남구갑	신정2동	신정2동제3투	민주통합당	심규명	495
울산광역시	남구갑	신정2동	신정2동제3투	무소속	김헌득	162
울산광역시	남구갑	신정3동	신정3동제2투	새누리당	이채익	940
울산광역시	남구갑	신정3동	신정3동제2투	민주통합당	심규명	511
울산광역시	남구갑	신정3동	신정3동제2투	무소속	김헌득	164
울산광역시	남구갑	무거동	무거동제2투	새누리당	이채익	791
울산광역시	남구갑	무거동	무거동제2투	민주통합당	심규명	585
울산광역시	남구갑	무거동	무거동제2투	무소속	김헌득	253
울산광역시	남구갑	무거동	무거동제4투	새누리당	이채익	871
울산광역시	남구갑	무거동	무거동제4투	민주통합당	심규명	1003
울산광역시	남구갑	무거동	무거동제4투	무소속	김헌득	303
울산광역시	남구갑	신정2동	신정2동제5투	새누리당	이채익	974
울산광역시	남구갑	신정2동	신정2동제5투	민주통합당	심규명	598
울산광역시	남구갑	신정2동	신정2동제5투	무소속	김헌득	160
울산광역시	남구갑	삼호동	삼호동제4투	새누리당	이채익	1022
울산광역시	남구갑	삼호동	삼호동제4투	민주통합당	심규명	705
울산광역시	남구갑	삼호동	삼호동제4투	무소속	김헌득	210
울산광역시	남구갑	무거동	무거동제7투	새누리당	이채익	1142
울산광역시	남구갑	무거동	무거동제7투	민주통합당	심규명	1026
울산광역시	남구갑	무거동	무거동제7투	무소속	김헌득	322
울산광역시	남구갑	신정3동	신정3동제3투	새누리당	이채익	1122
울산광역시	남구갑	신정3동	신정3동제3투	민주통합당	심규명	556
울산광역시	남구갑	신정3동	신정3동제3투	무소속	김헌득	209
울산광역시	남구갑	신정5동	신정5동제2투	새누리당	이채익	909
울산광역시	남구갑	신정5동	신정5동제2투	민주통합당	심규명	467
울산광역시	남구갑	신정5동	신정5동제2투	무소속	김헌득	161
울산광역시	남구갑	신정1동	신정1동제1투	새누리당	이채익	1155
울산광역시	남구갑	신정1동	신정1동제1투	민주통합당	심규명	495
울산광역시	남구갑	신정1동	신정1동제1투	무소속	김헌득	209
울산광역시	남구갑	옥동	옥동제3투	새누리당	이채익	922
울산광역시	남구갑	옥동	옥동제3투	민주통합당	심규명	811
울산광역시	남구갑	옥동	옥동제3투	무소속	김헌득	211
울산광역시	남구갑	삼호동	삼호동제2투	새누리당	이채익	976
울산광역시	남구갑	삼호동	삼호동제2투	민주통합당	심규명	658
울산광역시	남구갑	삼호동	삼호동제2투	무소속	김헌득	189
울산광역시	남구갑	신정4동	신정4동제6투	새누리당	이채익	845
울산광역시	남구갑	신정4동	신정4동제6투	민주통합당	심규명	946
울산광역시	남구갑	신정4동	신정4동제6투	무소속	김헌득	162
울산광역시	남구갑	신정1동	신정1동제3투	새누리당	이채익	1269
울산광역시	남구갑	신정1동	신정1동제3투	민주통합당	심규명	747
울산광역시	남구갑	신정1동	신정1동제3투	무소속	김헌득	279
울산광역시	남구갑	옥동	옥동제4투	새누리당	이채익	934
울산광역시	남구갑	옥동	옥동제4투	민주통합당	심규명	770
울산광역시	남구갑	옥동	옥동제4투	무소속	김헌득	207
울산광역시	남구갑	신정4동	신정4동제3투	새누리당	이채익	961
울산광역시	남구갑	신정4동	신정4동제3투	민주통합당	심규명	588
울산광역시	남구갑	신정4동	신정4동제3투	무소속	김헌득	149
울산광역시	남구갑	신정2동	신정2동제2투	새누리당	이채익	870
울산광역시	남구갑	신정2동	신정2동제2투	민주통합당	심규명	637
