#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
경상남도	거제시	장목면	장목면제2투	새누리당	진성진	183
경상남도	거제시	장목면	장목면제2투	진보신당	김한주	96
경상남도	거제시	장목면	장목면제2투	무소속	김한표	474
경상남도	거제시	장평동	장평동제4투	새누리당	진성진	515
경상남도	거제시	장평동	장평동제4투	진보신당	김한주	513
경상남도	거제시	장평동	장평동제4투	무소속	김한표	470
경상남도	거제시	고현동	고현동제3투	새누리당	진성진	456
경상남도	거제시	고현동	고현동제3투	진보신당	김한주	317
경상남도	거제시	고현동	고현동제3투	무소속	김한표	496
경상남도	거제시	사등면	사등면제2투	새누리당	진성진	611
경상남도	거제시	사등면	사등면제2투	진보신당	김한주	215
경상남도	거제시	사등면	사등면제2투	무소속	김한표	531
경상남도	거제시	아주동	아주동제1투	새누리당	진성진	358
경상남도	거제시	아주동	아주동제1투	진보신당	김한주	939
경상남도	거제시	아주동	아주동제1투	무소속	김한표	446
경상남도	거제시	수양동	수양동제1투	새누리당	진성진	609
경상남도	거제시	수양동	수양동제1투	진보신당	김한주	728
경상남도	거제시	수양동	수양동제1투	무소속	김한표	658
경상남도	거제시	거제면	거제면제2투	새누리당	진성진	918
경상남도	거제시	거제면	거제면제2투	진보신당	김한주	143
경상남도	거제시	거제면	거제면제2투	무소속	김한표	325
경상남도	거제시	장평동	장평동제6투	새누리당	진성진	657
경상남도	거제시	장평동	장평동제6투	진보신당	김한주	756
경상남도	거제시	장평동	장평동제6투	무소속	김한표	744
경상남도	거제시	고현동	고현동제1투	새누리당	진성진	315
경상남도	거제시	고현동	고현동제1투	진보신당	김한주	282
경상남도	거제시	고현동	고현동제1투	무소속	김한표	507
경상남도	거제시	능포동	능포동제3투	새누리당	진성진	404
경상남도	거제시	능포동	능포동제3투	진보신당	김한주	644
경상남도	거제시	능포동	능포동제3투	무소속	김한표	583
경상남도	거제시	고현동	고현동제7투	새누리당	진성진	598
경상남도	거제시	고현동	고현동제7투	진보신당	김한주	629
경상남도	거제시	고현동	고현동제7투	무소속	김한표	655
경상남도	거제시	장평동	장평동제1투	새누리당	진성진	279
경상남도	거제시	장평동	장평동제1투	진보신당	김한주	422
경상남도	거제시	장평동	장평동제1투	무소속	김한표	325
경상남도	거제시	남부면	남부면투표소	새누리당	진성진	473
경상남도	거제시	남부면	남부면투표소	진보신당	김한주	138
경상남도	거제시	남부면	남부면투표소	무소속	김한표	429
경상남도	거제시	둔덕면	둔덕면투표소	새누리당	진성진	835
경상남도	거제시	둔덕면	둔덕면투표소	진보신당	김한주	217
경상남도	거제시	둔덕면	둔덕면투표소	무소속	김한표	637
경상남도	거제시	아주동	아주동제3투	새누리당	진성진	269
경상남도	거제시	아주동	아주동제3투	진보신당	김한주	665
경상남도	거제시	아주동	아주동제3투	무소속	김한표	326
경상남도	거제시	고현동	고현동제5투	새누리당	진성진	415
경상남도	거제시	고현동	고현동제5투	진보신당	김한주	335
경상남도	거제시	고현동	고현동제5투	무소속	김한표	586
경상남도	거제시	장평동	장평동제2투	새누리당	진성진	602
경상남도	거제시	장평동	장평동제2투	진보신당	김한주	687
경상남도	거제시	장평동	장평동제2투	무소속	김한표	627
경상남도	거제시	옥포2동	옥포2동제5투	새누리당	진성진	431
경상남도	거제시	옥포2동	옥포2동제5투	진보신당	김한주	817
경상남도	거제시	옥포2동	옥포2동제5투	무소속	김한표	462
경상남도	거제시	상문동	상문동제5투	새누리당	진성진	442
경상남도	거제시	상문동	상문동제5투	진보신당	김한주	595
경상남도	거제시	상문동	상문동제5투	무소속	김한표	609
경상남도	거제시	장승포동	장승포동투표소	새누리당	진성진	499
경상남도	거제시	장승포동	장승포동투표소	진보신당	김한주	517
경상남도	거제시	장승포동	장승포동투표소	무소속	김한표	568
경상남도	거제시	고현동	고현동제2투	새누리당	진성진	737
경상남도	거제시	고현동	고현동제2투	진보신당	김한주	470
경상남도	거제시	고현동	고현동제2투	무소속	김한표	888
경상남도	거제시	동부면	동부면투표소	새누리당	진성진	951
경상남도	거제시	동부면	동부면투표소	진보신당	김한주	232
경상남도	거제시	동부면	동부면투표소	무소속	김한표	632
경상남도	거제시	옥포2동	옥포2동제2투	새누리당	진성진	451
경상남도	거제시	옥포2동	옥포2동제2투	진보신당	김한주	802
경상남도	거제시	옥포2동	옥포2동제2투	무소속	김한표	586
경상남도	거제시	연초면	연초면제2투	새누리당	진성진	384
경상남도	거제시	연초면	연초면제2투	진보신당	김한주	356
경상남도	거제시	연초면	연초면제2투	무소속	김한표	391
경상남도	거제시	능포동	능포동제1투	새누리당	진성진	422
경상남도	거제시	능포동	능포동제1투	진보신당	김한주	643
경상남도	거제시	능포동	능포동제1투	무소속	김한표	502
경상남도	거제시	옥포2동	옥포2동제3투	새누리당	진성진	425
경상남도	거제시	옥포2동	옥포2동제3투	진보신당	김한주	768
경상남도	거제시	옥포2동	옥포2동제3투	무소속	김한표	452
경상남도	거제시	상문동	상문동제3투	새누리당	진성진	382
경상남도	거제시	상문동	상문동제3투	진보신당	김한주	545
경상남도	거제시	상문동	상문동제3투	무소속	김한표	482
경상남도	거제시	옥포2동	옥포2동제7투	새누리당	진성진	115
경상남도	거제시	옥포2동	옥포2동제7투	진보신당	김한주	180
경상남도	거제시	옥포2동	옥포2동제7투	무소속	김한표	92
경상남도	거제시	일운면	일운면제2투	새누리당	진성진	338
경상남도	거제시	일운면	일운면제2투	진보신당	김한주	150
경상남도	거제시	일운면	일운면제2투	무소속	김한표	340
경상남도	거제시	상문동	상문동제1투	새누리당	진성진	409
경상남도	거제시	상문동	상문동제1투	진보신당	김한주	380
경상남도	거제시	상문동	상문동제1투	무소속	김한표	611
경상남도	거제시	옥포1동	옥포1동제1투	새누리당	진성진	526
경상남도	거제시	옥포1동	옥포1동제1투	진보신당	김한주	741
