#특별시/광역시/도	시군구	읍면동	선거구	항목	항목값
대구광역시	달서구갑	NA	NA	국외부재자_선거권자	221
대구광역시	달서구갑	NA	NA	국외부재자_투표수	85
대구광역시	달서구갑	NA	NA	국외부재자_무효	0
대구광역시	달서구갑	NA	NA	국외부재자_기권	136
대구광역시	달서구갑	NA	NA	국내부재자_선거권자	3634
대구광역시	달서구갑	NA	NA	국내부재자_투표수	3274
대구광역시	달서구갑	NA	NA	국내부재자_무효	56
대구광역시	달서구갑	NA	NA	국내부재자_기권	360
대구광역시	달서구갑	용산1동	용산1동제5투	선거권자	3773
대구광역시	달서구갑	용산1동	용산1동제5투	투표수	1913
대구광역시	달서구갑	용산1동	용산1동제5투	무효	14
대구광역시	달서구갑	용산1동	용산1동제5투	기권	1860
대구광역시	달서구갑	신당동	신당동제1투	선거권자	4132
대구광역시	달서구갑	신당동	신당동제1투	투표수	1632
대구광역시	달서구갑	신당동	신당동제1투	무효	16
대구광역시	달서구갑	신당동	신당동제1투	기권	2500
대구광역시	달서구갑	죽전동	죽전동제4투	선거권자	3033
대구광역시	달서구갑	죽전동	죽전동제4투	투표수	1514
대구광역시	달서구갑	죽전동	죽전동제4투	무효	12
대구광역시	달서구갑	죽전동	죽전동제4투	기권	1519
대구광역시	달서구갑	신당동	신당동제5투	선거권자	3651
대구광역시	달서구갑	신당동	신당동제5투	투표수	1699
대구광역시	달서구갑	신당동	신당동제5투	무효	18
대구광역시	달서구갑	신당동	신당동제5투	기권	1952
대구광역시	달서구갑	신당동	신당동제3투	선거권자	2025
대구광역시	달서구갑	신당동	신당동제3투	투표수	862
대구광역시	달서구갑	신당동	신당동제3투	무효	16
대구광역시	달서구갑	신당동	신당동제3투	기권	1163
대구광역시	달서구갑	용산2동	용산2동제6투	선거권자	3274
대구광역시	달서구갑	용산2동	용산2동제6투	투표수	1838
대구광역시	달서구갑	용산2동	용산2동제6투	무효	15
대구광역시	달서구갑	용산2동	용산2동제6투	기권	1436
대구광역시	달서구갑	이곡2동	이곡2동제2투	선거권자	3954
대구광역시	달서구갑	이곡2동	이곡2동제2투	투표수	1803
대구광역시	달서구갑	이곡2동	이곡2동제2투	무효	15
대구광역시	달서구갑	이곡2동	이곡2동제2투	기권	2151
대구광역시	달서구갑	죽전동	죽전동제2투	선거권자	2840
대구광역시	달서구갑	죽전동	죽전동제2투	투표수	1251
대구광역시	달서구갑	죽전동	죽전동제2투	무효	14
대구광역시	달서구갑	죽전동	죽전동제2투	기권	1589
대구광역시	달서구갑	이곡1동	이곡1동제6투	선거권자	4638
대구광역시	달서구갑	이곡1동	이곡1동제6투	투표수	2474
대구광역시	달서구갑	이곡1동	이곡1동제6투	무효	22
대구광역시	달서구갑	이곡1동	이곡1동제6투	기권	2164
대구광역시	달서구갑	장기동	장기동제3투	선거권자	4515
대구광역시	달서구갑	장기동	장기동제3투	투표수	2527
대구광역시	달서구갑	장기동	장기동제3투	무효	9
