#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
전라남도	고흥군보성군	점암면	점암면제2투	새누리당	장귀석	20
전라남도	고흥군보성군	점암면	점암면제2투	민주통합당	김승남	265
전라남도	고흥군보성군	점암면	점암면제2투	무소속	김철근	30
전라남도	고흥군보성군	점암면	점암면제2투	무소속	신중식	111
전라남도	고흥군보성군	점암면	점암면제2투	무소속	김범태	33
전라남도	고흥군보성군	고흥읍	고흥읍제4투	새누리당	장귀석	28
전라남도	고흥군보성군	고흥읍	고흥읍제4투	민주통합당	김승남	575
전라남도	고흥군보성군	고흥읍	고흥읍제4투	무소속	김철근	188
전라남도	고흥군보성군	고흥읍	고흥읍제4투	무소속	신중식	693
전라남도	고흥군보성군	고흥읍	고흥읍제4투	무소속	김범태	115
전라남도	고흥군보성군	남양면	남양면제2투	새누리당	장귀석	13
전라남도	고흥군보성군	남양면	남양면제2투	민주통합당	김승남	230
전라남도	고흥군보성군	남양면	남양면제2투	무소속	김철근	62
전라남도	고흥군보성군	남양면	남양면제2투	무소속	신중식	216
전라남도	고흥군보성군	남양면	남양면제2투	무소속	김범태	34
전라남도	고흥군보성군	도화면	도화면제3투	새누리당	장귀석	21
전라남도	고흥군보성군	도화면	도화면제3투	민주통합당	김승남	394
전라남도	고흥군보성군	도화면	도화면제3투	무소속	김철근	365
전라남도	고흥군보성군	도화면	도화면제3투	무소속	신중식	259
전라남도	고흥군보성군	도화면	도화면제3투	무소속	김범태	44
전라남도	고흥군보성군	영남면	영남면제1투	새누리당	장귀석	16
전라남도	고흥군보성군	영남면	영남면제1투	민주통합당	김승남	210
전라남도	고흥군보성군	영남면	영남면제1투	무소속	김철근	29
전라남도	고흥군보성군	영남면	영남면제1투	무소속	신중식	117
전라남도	고흥군보성군	영남면	영남면제1투	무소속	김범태	20
전라남도	고흥군보성군	풍양면	풍양면제3투	새누리당	장귀석	21
전라남도	고흥군보성군	풍양면	풍양면제3투	민주통합당	김승남	556
전라남도	고흥군보성군	풍양면	풍양면제3투	무소속	김철근	17
전라남도	고흥군보성군	풍양면	풍양면제3투	무소속	신중식	121
전라남도	고흥군보성군	풍양면	풍양면제3투	무소속	김범태	51
전라남도	고흥군보성군	포두면	포두면제3투	새누리당	장귀석	42
전라남도	고흥군보성군	포두면	포두면제3투	민주통합당	김승남	765
전라남도	고흥군보성군	포두면	포두면제3투	무소속	김철근	218
전라남도	고흥군보성군	포두면	포두면제3투	무소속	신중식	363
전라남도	고흥군보성군	포두면	포두면제3투	무소속	김범태	161
전라남도	고흥군보성군	두원면	두원면제1투	새누리당	장귀석	36
전라남도	고흥군보성군	두원면	두원면제1투	민주통합당	김승남	476
전라남도	고흥군보성군	두원면	두원면제1투	무소속	김철근	90
전라남도	고흥군보성군	두원면	두원면제1투	무소속	신중식	464
전라남도	고흥군보성군	두원면	두원면제1투	무소속	김범태	104
전라남도	고흥군보성군	영남면	영남면제2투	새누리당	장귀석	35
전라남도	고흥군보성군	영남면	영남면제2투	민주통합당	김승남	290
전라남도	고흥군보성군	영남면	영남면제2투	무소속	김철근	42
전라남도	고흥군보성군	영남면	영남면제2투	무소속	신중식	98
전라남도	고흥군보성군	영남면	영남면제2투	무소속	김범태	44
전라남도	고흥군보성군	도덕면	도덕면제1투	새누리당	장귀석	28
전라남도	고흥군보성군	도덕면	도덕면제1투	민주통합당	김승남	513
전라남도	고흥군보성군	도덕면	도덕면제1투	무소속	김철근	33
전라남도	고흥군보성군	도덕면	도덕면제1투	무소속	신중식	167
전라남도	고흥군보성군	도덕면	도덕면제1투	무소속	김범태	501
전라남도	고흥군보성군	포두면	포두면제1투	새누리당	장귀석	10
전라남도	고흥군보성군	포두면	포두면제1투	민주통합당	김승남	216
전라남도	고흥군보성군	포두면	포두면제1투	무소속	김철근	41
전라남도	고흥군보성군	포두면	포두면제1투	무소속	신중식	70
전라남도	고흥군보성군	포두면	포두면제1투	무소속	김범태	23
전라남도	고흥군보성군	고흥읍	고흥읍제2투	새누리당	장귀석	19
전라남도	고흥군보성군	고흥읍	고흥읍제2투	민주통합당	김승남	194
전라남도	고흥군보성군	고흥읍	고흥읍제2투	무소속	김철근	46
전라남도	고흥군보성군	고흥읍	고흥읍제2투	무소속	신중식	240
전라남도	고흥군보성군	고흥읍	고흥읍제2투	무소속	김범태	36
전라남도	고흥군보성군	금산면	금산면제1투	새누리당	장귀석	30
전라남도	고흥군보성군	금산면	금산면제1투	민주통합당	김승남	804
전라남도	고흥군보성군	금산면	금산면제1투	무소속	김철근	178
전라남도	고흥군보성군	금산면	금산면제1투	무소속	신중식	469
전라남도	고흥군보성군	금산면	금산면제1투	무소속	김범태	96
전라남도	고흥군보성군	도양읍	도양읍제5투	새누리당	장귀석	23
전라남도	고흥군보성군	도양읍	도양읍제5투	민주통합당	김승남	165
전라남도	고흥군보성군	도양읍	도양읍제5투	무소속	김철근	22
전라남도	고흥군보성군	도양읍	도양읍제5투	무소속	신중식	136
전라남도	고흥군보성군	도양읍	도양읍제5투	무소속	김범태	92
전라남도	고흥군보성군	도양읍	도양읍제3투	새누리당	장귀석	56
전라남도	고흥군보성군	도양읍	도양읍제3투	민주통합당	김승남	737
전라남도	고흥군보성군	도양읍	도양읍제3투	무소속	김철근	190
전라남도	고흥군보성군	도양읍	도양읍제3투	무소속	신중식	441
전라남도	고흥군보성군	도양읍	도양읍제3투	무소속	김범태	307
전라남도	고흥군보성군	도양읍	도양읍제7투	새누리당	장귀석	137
전라남도	고흥군보성군	도양읍	도양읍제7투	민주통합당	김승남	153
전라남도	고흥군보성군	도양읍	도양읍제7투	무소속	김철근	8
전라남도	고흥군보성군	도양읍	도양읍제7투	무소속	신중식	56
전라남도	고흥군보성군	도양읍	도양읍제7투	무소속	김범태	27
전라남도	고흥군보성군	도화면	도화면제1투	새누리당	장귀석	8
전라남도	고흥군보성군	도화면	도화면제1투	민주통합당	김승남	170
전라남도	고흥군보성군	도화면	도화면제1투	무소속	김철근	112
전라남도	고흥군보성군	도화면	도화면제1투	무소속	신중식	91
전라남도	고흥군보성군	도화면	도화면제1투	무소속	김범태	27
전라남도	고흥군보성군	봉래면	봉래면제2투	새누리당	장귀석	15
전라남도	고흥군보성군	봉래면	봉래면제2투	민주통합당	김승남	177
전라남도	고흥군보성군	봉래면	봉래면제2투	무소속	김철근	6
전라남도	고흥군보성군	봉래면	봉래면제2투	무소속	신중식	88
전라남도	고흥군보성군	봉래면	봉래면제2투	무소속	김범태	24
전라남도	고흥군보성군	과역면	과역면제2투	새누리당	장귀석	31
전라남도	고흥군보성군	과역면	과역면제2투	민주통합당	김승남	395
전라남도	고흥군보성군	과역면	과역면제2투	무소속	김철근	92
전라남도	고흥군보성군	과역면	과역면제2투	무소속	신중식	99
전라남도	고흥군보성군	과역면	과역면제2투	무소속	김범태	86
전라남도	고흥군보성군	동강면	동강면제2투	새누리당	장귀석	31
전라남도	고흥군보성군	동강면	동강면제2투	민주통합당	김승남	565
전라남도	고흥군보성군	동강면	동강면제2투	무소속	김철근	38
전라남도	고흥군보성군	동강면	동강면제2투	무소속	신중식	260
전라남도	고흥군보성군	동강면	동강면제2투	무소속	김범태	37
전라남도	고흥군보성군	도양읍	도양읍제1투	새누리당	장귀석	18
전라남도	고흥군보성군	도양읍	도양읍제1투	민주통합당	김승남	419
전라남도	고흥군보성군	도양읍	도양읍제1투	무소속	김철근	135
전라남도	고흥군보성군	도양읍	도양읍제1투	무소속	신중식	335
전라남도	고흥군보성군	도양읍	도양읍제1투	무소속	김범태	217
전라남도	고흥군보성군	도양읍	도양읍제8투	새누리당	장귀석	6
전라남도	고흥군보성군	도양읍	도양읍제8투	민주통합당	김승남	95
전라남도	고흥군보성군	도양읍	도양읍제8투	무소속	김철근	16
전라남도	고흥군보성군	도양읍	도양읍제8투	무소속	신중식	22
전라남도	고흥군보성군	도양읍	도양읍제8투	무소속	김범태	14
전라남도	고흥군보성군	포두면	포두면제4투	새누리당	장귀석	23
전라남도	고흥군보성군	포두면	포두면제4투	민주통합당	김승남	256
전라남도	고흥군보성군	포두면	포두면제4투	무소속	김철근	87
전라남도	고흥군보성군	포두면	포두면제4투	무소속	신중식	313
전라남도	고흥군보성군	포두면	포두면제4투	무소속	김범태	70
전라남도	고흥군보성군	점암면	점암면제3투	새누리당	장귀석	16
전라남도	고흥군보성군	점암면	점암면제3투	민주통합당	김승남	201
전라남도	고흥군보성군	점암면	점암면제3투	무소속	김철근	25
전라남도	고흥군보성군	점암면	점암면제3투	무소속	신중식	147
전라남도	고흥군보성군	점암면	점암면제3투	무소속	김범태	34
전라남도	고흥군보성군	동일면	동일면투표소	새누리당	장귀석	29
전라남도	고흥군보성군	동일면	동일면투표소	민주통합당	김승남	482
전라남도	고흥군보성군	동일면	동일면투표소	무소속	김철근	127
전라남도	고흥군보성군	동일면	동일면투표소	무소속	신중식	211
전라남도	고흥군보성군	동일면	동일면투표소	무소속	김범태	42
전라남도	고흥군보성군	남양면	남양면제1투	새누리당	장귀석	49
전라남도	고흥군보성군	남양면	남양면제1투	민주통합당	김승남	493
전라남도	고흥군보성군	남양면	남양면제1투	무소속	김철근	50
전라남도	고흥군보성군	남양면	남양면제1투	무소속	신중식	303
전라남도	고흥군보성군	남양면	남양면제1투	무소속	김범태	77
전라남도	고흥군보성군	점암면	점암면제1투	새누리당	장귀석	30
전라남도	고흥군보성군	점암면	점암면제1투	민주통합당	김승남	414
전라남도	고흥군보성군	점암면	점암면제1투	무소속	김철근	64
전라남도	고흥군보성군	점암면	점암면제1투	무소속	신중식	374
전라남도	고흥군보성군	점암면	점암면제1투	무소속	김범태	74
