#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
대구광역시	달서구갑	용산1동	용산1동제5투	새누리당	홍지만	1068
대구광역시	달서구갑	용산1동	용산1동제5투	민주통합당	김준곤	399
대구광역시	달서구갑	용산1동	용산1동제5투	자유선진당	김동국	20
대구광역시	달서구갑	용산1동	용산1동제5투	무소속	도이환	412
대구광역시	달서구갑	신당동	신당동제1투	새누리당	홍지만	826
대구광역시	달서구갑	신당동	신당동제1투	민주통합당	김준곤	338
대구광역시	달서구갑	신당동	신당동제1투	자유선진당	김동국	15
대구광역시	달서구갑	신당동	신당동제1투	무소속	도이환	437
대구광역시	달서구갑	죽전동	죽전동제4투	새누리당	홍지만	1003
대구광역시	달서구갑	죽전동	죽전동제4투	민주통합당	김준곤	250
대구광역시	달서구갑	죽전동	죽전동제4투	자유선진당	김동국	17
대구광역시	달서구갑	죽전동	죽전동제4투	무소속	도이환	232
대구광역시	달서구갑	신당동	신당동제5투	새누리당	홍지만	1000
대구광역시	달서구갑	신당동	신당동제5투	민주통합당	김준곤	314
대구광역시	달서구갑	신당동	신당동제5투	자유선진당	김동국	24
대구광역시	달서구갑	신당동	신당동제5투	무소속	도이환	343
대구광역시	달서구갑	신당동	신당동제3투	새누리당	홍지만	406
대구광역시	달서구갑	신당동	신당동제3투	민주통합당	김준곤	142
대구광역시	달서구갑	신당동	신당동제3투	자유선진당	김동국	9
대구광역시	달서구갑	신당동	신당동제3투	무소속	도이환	289
대구광역시	달서구갑	용산2동	용산2동제6투	새누리당	홍지만	1050
대구광역시	달서구갑	용산2동	용산2동제6투	민주통합당	김준곤	348
대구광역시	달서구갑	용산2동	용산2동제6투	자유선진당	김동국	20
대구광역시	달서구갑	용산2동	용산2동제6투	무소속	도이환	405
대구광역시	달서구갑	이곡2동	이곡2동제2투	새누리당	홍지만	1005
대구광역시	달서구갑	이곡2동	이곡2동제2투	민주통합당	김준곤	401
대구광역시	달서구갑	이곡2동	이곡2동제2투	자유선진당	김동국	19
대구광역시	달서구갑	이곡2동	이곡2동제2투	무소속	도이환	363
대구광역시	달서구갑	죽전동	죽전동제2투	새누리당	홍지만	832
대구광역시	달서구갑	죽전동	죽전동제2투	민주통합당	김준곤	246
대구광역시	달서구갑	죽전동	죽전동제2투	자유선진당	김동국	23
대구광역시	달서구갑	죽전동	죽전동제2투	무소속	도이환	136
대구광역시	달서구갑	이곡1동	이곡1동제6투	새누리당	홍지만	1392
대구광역시	달서구갑	이곡1동	이곡1동제6투	민주통합당	김준곤	545
대구광역시	달서구갑	이곡1동	이곡1동제6투	자유선진당	김동국	25
대구광역시	달서구갑	이곡1동	이곡1동제6투	무소속	도이환	490
대구광역시	달서구갑	장기동	장기동제3투	새누리당	홍지만	1375
대구광역시	달서구갑	장기동	장기동제3투	민주통합당	김준곤	546
대구광역시	달서구갑	장기동	장기동제3투	자유선진당	김동국	38
