#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
제주특별자치도	서귀포시	성산읍	성산읍제4투	새누리당	강지용	181
제주특별자치도	서귀포시	성산읍	성산읍제4투	민주통합당	김재윤	230
제주특별자치도	서귀포시	성산읍	성산읍제4투	무소속	문대림	117
제주특별자치도	서귀포시	남원읍	남원읍제9투	새누리당	강지용	78
제주특별자치도	서귀포시	남원읍	남원읍제9투	민주통합당	김재윤	94
제주특별자치도	서귀포시	남원읍	남원읍제9투	무소속	문대림	92
제주특별자치도	서귀포시	남원읍	남원읍제7투	새누리당	강지용	168
제주특별자치도	서귀포시	남원읍	남원읍제7투	민주통합당	김재윤	323
제주특별자치도	서귀포시	남원읍	남원읍제7투	무소속	문대림	81
제주특별자치도	서귀포시	대정읍	대정읍제7투	새누리당	강지용	56
제주특별자치도	서귀포시	대정읍	대정읍제7투	민주통합당	김재윤	61
제주특별자치도	서귀포시	대정읍	대정읍제7투	무소속	문대림	412
제주특별자치도	서귀포시	성산읍	성산읍제12투	새누리당	강지용	52
제주특별자치도	서귀포시	성산읍	성산읍제12투	민주통합당	김재윤	134
제주특별자치도	서귀포시	성산읍	성산읍제12투	무소속	문대림	99
제주특별자치도	서귀포시	남원읍	남원읍제11투	새누리당	강지용	51
제주특별자치도	서귀포시	남원읍	남원읍제11투	민주통합당	김재윤	82
제주특별자치도	서귀포시	남원읍	남원읍제11투	무소속	문대림	68
제주특별자치도	서귀포시	대천동	대천동제5투	새누리당	강지용	424
제주특별자치도	서귀포시	대천동	대천동제5투	민주통합당	김재윤	387
제주특별자치도	서귀포시	대천동	대천동제5투	무소속	문대림	267
제주특별자치도	서귀포시	표선면	표선면제2투	새누리당	강지용	158
제주특별자치도	서귀포시	표선면	표선면제2투	민주통합당	김재윤	132
제주특별자치도	서귀포시	표선면	표선면제2투	무소속	문대림	174
제주특별자치도	서귀포시	안덕면	안덕면제3투	새누리당	강지용	92
제주특별자치도	서귀포시	안덕면	안덕면제3투	민주통합당	김재윤	109
제주특별자치도	서귀포시	안덕면	안덕면제3투	무소속	문대림	275
제주특별자치도	서귀포시	성산읍	성산읍제5투	새누리당	강지용	210
제주특별자치도	서귀포시	성산읍	성산읍제5투	민주통합당	김재윤	170
제주특별자치도	서귀포시	성산읍	성산읍제5투	무소속	문대림	202
제주특별자치도	서귀포시	서홍동	서홍동제1투	새누리당	강지용	755
제주특별자치도	서귀포시	서홍동	서홍동제1투	민주통합당	김재윤	923
제주특별자치도	서귀포시	서홍동	서홍동제1투	무소속	문대림	511
제주특별자치도	서귀포시	예래동	예래동제3투	새누리당	강지용	98
제주특별자치도	서귀포시	예래동	예래동제3투	민주통합당	김재윤	94
제주특별자치도	서귀포시	예래동	예래동제3투	무소속	문대림	65
제주특별자치도	서귀포시	대정읍	대정읍제4투	새누리당	강지용	42
제주특별자치도	서귀포시	대정읍	대정읍제4투	민주통합당	김재윤	30
제주특별자치도	서귀포시	대정읍	대정읍제4투	무소속	문대림	329
제주특별자치도	서귀포시	남원읍	남원읍제6투	새누리당	강지용	272
제주특별자치도	서귀포시	남원읍	남원읍제6투	민주통합당	김재윤	501
제주특별자치도	서귀포시	남원읍	남원읍제6투	무소속	문대림	150
제주특별자치도	서귀포시	성산읍	성산읍제11투	새누리당	강지용	183
제주특별자치도	서귀포시	성산읍	성산읍제11투	민주통합당	김재윤	111
제주특별자치도	서귀포시	성산읍	성산읍제11투	무소속	문대림	170
제주특별자치도	서귀포시	남원읍	남원읍제12투	새누리당	강지용	96
제주특별자치도	서귀포시	남원읍	남원읍제12투	민주통합당	김재윤	102
제주특별자치도	서귀포시	남원읍	남원읍제12투	무소속	문대림	89
제주특별자치도	서귀포시	대천동	대천동제4투	새누리당	강지용	99
제주특별자치도	서귀포시	대천동	대천동제4투	민주통합당	김재윤	111
제주특별자치도	서귀포시	대천동	대천동제4투	무소속	문대림	96
제주특별자치도	서귀포시	영천동	영천동제1투	새누리당	강지용	583
제주특별자치도	서귀포시	영천동	영천동제1투	민주통합당	김재윤	629
제주특별자치도	서귀포시	영천동	영천동제1투	무소속	문대림	320
제주특별자치도	서귀포시	대륜동	대륜동제1투	새누리당	강지용	576
제주특별자치도	서귀포시	대륜동	대륜동제1투	민주통합당	김재윤	335
제주특별자치도	서귀포시	대륜동	대륜동제1투	무소속	문대림	240
제주특별자치도	서귀포시	표선면	표선면제3투	새누리당	강지용	140
