#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
전라북도	고창군부안군	부안면	부안면제1투	민주통합당	김춘진	255
전라북도	고창군부안군	부안면	부안면제1투	무소속	김만균	525
전라북도	고창군부안군	부안면	부안면제1투	무소속	김종규	227
전라북도	고창군부안군	흥덕면	흥덕면제2투	민주통합당	김춘진	270
전라북도	고창군부안군	흥덕면	흥덕면제2투	무소속	김만균	342
전라북도	고창군부안군	흥덕면	흥덕면제2투	무소속	김종규	208
전라북도	고창군부안군	대산면	대산면제1투	민주통합당	김춘진	404
전라북도	고창군부안군	대산면	대산면제1투	무소속	김만균	516
전라북도	고창군부안군	대산면	대산면제1투	무소속	김종규	375
전라북도	고창군부안군	해리면	해리면제2투	민주통합당	김춘진	168
전라북도	고창군부안군	해리면	해리면제2투	무소속	김만균	300
전라북도	고창군부안군	해리면	해리면제2투	무소속	김종규	142
전라북도	고창군부안군	고수면	고수면제1투	민주통합당	김춘진	151
전라북도	고창군부안군	고수면	고수면제1투	무소속	김만균	298
전라북도	고창군부안군	고수면	고수면제1투	무소속	김종규	130
전라북도	고창군부안군	상하면	상하면제1투	민주통합당	김춘진	204
전라북도	고창군부안군	상하면	상하면제1투	무소속	김만균	302
전라북도	고창군부안군	상하면	상하면제1투	무소속	김종규	143
전라북도	고창군부안군	아산면	아산면제2투	민주통합당	김춘진	141
전라북도	고창군부안군	아산면	아산면제2투	무소속	김만균	285
전라북도	고창군부안군	아산면	아산면제2투	무소속	김종규	96
전라북도	고창군부안군	심원면	심원면제1투	민주통합당	김춘진	251
전라북도	고창군부안군	심원면	심원면제1투	무소속	김만균	335
전라북도	고창군부안군	심원면	심원면제1투	무소속	김종규	141
전라북도	고창군부안군	공음면	공음면제2투	민주통합당	김춘진	154
전라북도	고창군부안군	공음면	공음면제2투	무소속	김만균	356
전라북도	고창군부안군	공음면	공음면제2투	무소속	김종규	151
전라북도	고창군부안군	신림면	신림면제1투	민주통합당	김춘진	177
전라북도	고창군부안군	신림면	신림면제1투	무소속	김만균	484
전라북도	고창군부안군	신림면	신림면제1투	무소속	김종규	120
전라북도	고창군부안군	고창읍	고창읍제2투	민주통합당	김춘진	177
전라북도	고창군부안군	고창읍	고창읍제2투	무소속	김만균	476
전라북도	고창군부안군	고창읍	고창읍제2투	무소속	김종규	170
전라북도	고창군부안군	성내면	성내면제2투	민주통합당	김춘진	178
전라북도	고창군부안군	성내면	성내면제2투	무소속	김만균	168
전라북도	고창군부안군	성내면	성내면제2투	무소속	김종규	135
전라북도	고창군부안군	고창읍	고창읍제6투	민주통합당	김춘진	279
전라북도	고창군부안군	고창읍	고창읍제6투	무소속	김만균	526
전라북도	고창군부안군	고창읍	고창읍제6투	무소속	김종규	317
전라북도	고창군부안군	상하면	상하면제2투	민주통합당	김춘진	215
전라북도	고창군부안군	상하면	상하면제2투	무소속	김만균	351
전라북도	고창군부안군	상하면	상하면제2투	무소속	김종규	207
전라북도	고창군부안군	고창읍	고창읍제4투	민주통합당	김춘진	234
전라북도	고창군부안군	고창읍	고창읍제4투	무소속	김만균	521
전라북도	고창군부안군	고창읍	고창읍제4투	무소속	김종규	210
전라북도	고창군부안군	무장면	무장면제2투	민주통합당	김춘진	279
전라북도	고창군부안군	무장면	무장면제2투	무소속	김만균	430
전라북도	고창군부안군	무장면	무장면제2투	무소속	김종규	181
전라북도	고창군부안군	성송면	성송면제2투	민주통합당	김춘진	95
전라북도	고창군부안군	성송면	성송면제2투	무소속	김만균	268
전라북도	고창군부안군	성송면	성송면제2투	무소속	김종규	73
전라북도	고창군부안군	부안면	부안면제2투	민주통합당	김춘진	150
전라북도	고창군부안군	부안면	부안면제2투	무소속	김만균	320
전라북도	고창군부안군	부안면	부안면제2투	무소속	김종규	182
전라북도	고창군부안군	아산면	아산면제1투	민주통합당	김춘진	254
