#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
충청남도	공주시	이인면	이인면제2투	새누리당	박종준	311
충청남도	공주시	이인면	이인면제2투	민주통합당	박수현	454
충청남도	공주시	이인면	이인면제2투	자유선진당	윤완중	77
충청남도	공주시	유구읍	유구읍제1투	새누리당	박종준	530
충청남도	공주시	유구읍	유구읍제1투	민주통합당	박수현	338
충청남도	공주시	유구읍	유구읍제1투	자유선진당	윤완중	199
충청남도	공주시	유구읍	유구읍제4투	새누리당	박종준	333
충청남도	공주시	유구읍	유구읍제4투	민주통합당	박수현	273
충청남도	공주시	유구읍	유구읍제4투	자유선진당	윤완중	187
충청남도	공주시	탄천면	탄천면제2투	새누리당	박종준	257
충청남도	공주시	탄천면	탄천면제2투	민주통합당	박수현	199
충청남도	공주시	탄천면	탄천면제2투	자유선진당	윤완중	144
충청남도	공주시	이인면	이인면제1투	새누리당	박종준	520
충청남도	공주시	이인면	이인면제1투	민주통합당	박수현	496
충청남도	공주시	이인면	이인면제1투	자유선진당	윤완중	124
충청남도	공주시	탄천면	탄천면제1투	새누리당	박종준	497
충청남도	공주시	탄천면	탄천면제1투	민주통합당	박수현	497
충청남도	공주시	탄천면	탄천면제1투	자유선진당	윤완중	171
충청남도	공주시	유구읍	유구읍제3투	새누리당	박종준	555
충청남도	공주시	유구읍	유구읍제3투	민주통합당	박수현	386
충청남도	공주시	유구읍	유구읍제3투	자유선진당	윤완중	250
충청남도	공주시	유구읍	유구읍제2투	새누리당	박종준	435
충청남도	공주시	유구읍	유구읍제2투	민주통합당	박수현	240
충청남도	공주시	유구읍	유구읍제2투	자유선진당	윤완중	213
충청남도	공주시	NA	국외부재자	새누리당	박종준	5
충청남도	공주시	NA	국내부재자	새누리당	박종준	818
충청남도	공주시	NA	국외부재자	민주통합당	박수현	30
충청남도	공주시	NA	국내부재자	민주통합당	박수현	856
충청남도	공주시	NA	국외부재자	자유선진당	윤완중	7
충청남도	공주시	NA	국내부재자	자유선진당	윤완중	247
충청남도	논산시계룡시금산군	신도안면	신도안면제2투	새누리당	이창원	604
충청남도	논산시계룡시금산군	신도안면	신도안면제2투	민주통합당	김종민	344
충청남도	논산시계룡시금산군	신도안면	신도안면제2투	자유선진당	이인제	440
충청남도	논산시계룡시금산군	신도안면	신도안면제1투	새누리당	이창원	525
충청남도	논산시계룡시금산군	신도안면	신도안면제1투	민주통합당	김종민	261
충청남도	논산시계룡시금산군	신도안면	신도안면제1투	자유선진당	이인제	376
충청남도	논산시계룡시금산군	두마면	두마면제1투	새누리당	이창원	367
충청남도	논산시계룡시금산군	두마면	두마면제1투	민주통합당	김종민	704
충청남도	논산시계룡시금산군	두마면	두마면제1투	자유선진당	이인제	605
충청남도	논산시계룡시금산군	엄사면	엄사면제3투	새누리당	이창원	364
