#특별시/광역시/도	시군구	읍면동	선거구	항목	항목값
대전광역시	대덕구	NA	NA	국외부재자_선거권자	270
대전광역시	대덕구	NA	NA	국외부재자_투표수	110
대전광역시	대덕구	NA	NA	국외부재자_무효	0
대전광역시	대덕구	NA	NA	국외부재자_기권	160
대전광역시	대덕구	NA	NA	국내부재자_선거권자	3449
대전광역시	대덕구	NA	NA	국내부재자_투표수	3120
대전광역시	대덕구	NA	NA	국내부재자_무효	102
대전광역시	대덕구	NA	NA	국내부재자_기권	329
대전광역시	대덕구	석봉동	석봉동제1투	선거권자	2966
대전광역시	대덕구	석봉동	석봉동제1투	투표수	1462
대전광역시	대덕구	석봉동	석봉동제1투	무효	27
대전광역시	대덕구	석봉동	석봉동제1투	기권	1504
대전광역시	대덕구	신탄진동	신탄진동제3투	선거권자	3298
대전광역시	대덕구	신탄진동	신탄진동제3투	투표수	1697
대전광역시	대덕구	신탄진동	신탄진동제3투	무효	51
대전광역시	대덕구	신탄진동	신탄진동제3투	기권	1601
대전광역시	대덕구	덕암동	덕암동제2투	선거권자	4111
대전광역시	대덕구	덕암동	덕암동제2투	투표수	2130
대전광역시	대덕구	덕암동	덕암동제2투	무효	47
대전광역시	대덕구	덕암동	덕암동제2투	기권	1981
대전광역시	대덕구	오정동	오정동제5투	선거권자	3302
대전광역시	대덕구	오정동	오정동제5투	투표수	1838
대전광역시	대덕구	오정동	오정동제5투	무효	34
대전광역시	대덕구	오정동	오정동제5투	기권	1464
대전광역시	대덕구	석봉동	석봉동제3투	선거권자	1296
대전광역시	대덕구	석봉동	석봉동제3투	투표수	736
대전광역시	대덕구	석봉동	석봉동제3투	무효	7
대전광역시	대덕구	석봉동	석봉동제3투	기권	560
대전광역시	대덕구	오정동	오정동제3투	선거권자	2568
대전광역시	대덕구	오정동	오정동제3투	투표수	1094
대전광역시	대덕구	오정동	오정동제3투	무효	19
대전광역시	대덕구	오정동	오정동제3투	기권	1474
대전광역시	대덕구	법1동	법1동제1투	선거권자	2014
대전광역시	대덕구	법1동	법1동제1투	투표수	893
대전광역시	대덕구	법1동	법1동제1투	무효	15
대전광역시	대덕구	법1동	법1동제1투	기권	1121
대전광역시	대덕구	비래동	비래동제1투	선거권자	3058
대전광역시	대덕구	비래동	비래동제1투	투표수	1487
대전광역시	대덕구	비래동	비래동제1투	무효	35
대전광역시	대덕구	비래동	비래동제1투	기권	1571
대전광역시	대덕구	송촌동	송촌동제3투	선거권자	3571
대전광역시	대덕구	송촌동	송촌동제3투	투표수	2043
대전광역시	대덕구	송촌동	송촌동제3투	무효	19
대전광역시	대덕구	송촌동	송촌동제3투	기권	1528
대전광역시	대덕구	비래동	비래동제3투	선거권자	3012
대전광역시	대덕구	비래동	비래동제3투	투표수	1484
대전광역시	대덕구	비래동	비래동제3투	무효	33
대전광역시	대덕구	비래동	비래동제3투	기권	1528
대전광역시	대덕구	오정동	오정동제2투	선거권자	1912
대전광역시	대덕구	오정동	오정동제2투	투표수	850
대전광역시	대덕구	오정동	오정동제2투	무효	20
대전광역시	대덕구	오정동	오정동제2투	기권	1062
대전광역시	대덕구	송촌동	송촌동제1투	선거권자	3563
대전광역시	대덕구	송촌동	송촌동제1투	투표수	2149
대전광역시	대덕구	송촌동	송촌동제1투	무효	14
대전광역시	대덕구	송촌동	송촌동제1투	기권	1414
대전광역시	대덕구	법1동	법1동제3투	선거권자	3774
대전광역시	대덕구	법1동	법1동제3투	투표수	2190
대전광역시	대덕구	법1동	법1동제3투	무효	40
대전광역시	대덕구	법1동	법1동제3투	기권	1584
대전광역시	대덕구	비래동	비래동제2투	선거권자	2761
대전광역시	대덕구	비래동	비래동제2투	투표수	1327
대전광역시	대덕구	비래동	비래동제2투	무효	25
대전광역시	대덕구	비래동	비래동제2투	기권	1434
대전광역시	대덕구	목상동	목상동제2투	선거권자	2809
대전광역시	대덕구	목상동	목상동제2투	투표수	1418
대전광역시	대덕구	목상동	목상동제2투	무효	22
대전광역시	대덕구	목상동	목상동제2투	기권	1391
대전광역시	대덕구	법1동	법1동제4투	선거권자	2599
대전광역시	대덕구	법1동	법1동제4투	투표수	1291
대전광역시	대덕구	법1동	법1동제4투	무효	40
대전광역시	대덕구	법1동	법1동제4투	기권	1308
대전광역시	대덕구	중리동	중리동제4투	선거권자	2995
대전광역시	대덕구	중리동	중리동제4투	투표수	1463
대전광역시	대덕구	중리동	중리동제4투	무효	25
대전광역시	대덕구	중리동	중리동제4투	기권	1532
대전광역시	대덕구	오정동	오정동제1투	선거권자	2909
대전광역시	대덕구	오정동	오정동제1투	투표수	1362
대전광역시	대덕구	오정동	오정동제1투	무효	43
대전광역시	대덕구	오정동	오정동제1투	기권	1547
대전광역시	대덕구	송촌동	송촌동제6투	선거권자	2332
대전광역시	대덕구	송촌동	송촌동제6투	투표수	1026
대전광역시	대덕구	송촌동	송촌동제6투	무효	33
대전광역시	대덕구	송촌동	송촌동제6투	기권	1306
대전광역시	대덕구	법2동	법2동제2투	선거권자	4507
대전광역시	대덕구	법2동	법2동제2투	투표수	2812
대전광역시	대덕구	법2동	법2동제2투	무효	39
대전광역시	대덕구	법2동	법2동제2투	기권	1695
대전광역시	대덕구	대화동	대화동제2투	선거권자	2271
대전광역시	대덕구	대화동	대화동제2투	투표수	1086
대전광역시	대덕구	대화동	대화동제2투	무효	33
대전광역시	대덕구	대화동	대화동제2투	기권	1185
대전광역시	대덕구	중리동	중리동제2투	선거권자	1968
대전광역시	대덕구	중리동	중리동제2투	투표수	942
대전광역시	대덕구	중리동	중리동제2투	무효	18
대전광역시	대덕구	중리동	중리동제2투	기권	1026
대전광역시	대덕구	비래동	비래동제4투	선거권자	3315
대전광역시	대덕구	비래동	비래동제4투	투표수	1565
대전광역시	대덕구	비래동	비래동제4투	무효	27
대전광역시	대덕구	비래동	비래동제4투	기권	1750
대전광역시	대덕구	덕암동	덕암동제4투	선거권자	1657
대전광역시	대덕구	덕암동	덕암동제4투	투표수	988
대전광역시	대덕구	덕암동	덕암동제4투	무효	13
대전광역시	대덕구	덕암동	덕암동제4투	기권	669
대전광역시	대덕구	회덕동	회덕동제5투	선거권자	781
대전광역시	대덕구	회덕동	회덕동제5투	투표수	435
대전광역시	대덕구	회덕동	회덕동제5투	무효	29
대전광역시	대덕구	회덕동	회덕동제5투	기권	346
대전광역시	대덕구	회덕동	회덕동제3투	선거권자	3413
대전광역시	대덕구	회덕동	회덕동제3투	투표수	1726
대전광역시	대덕구	회덕동	회덕동제3투	무효	53
대전광역시	대덕구	회덕동	회덕동제3투	기권	1687
대전광역시	대덕구	중리동	중리동제6투	선거권자	2994
대전광역시	대덕구	중리동	중리동제6투	투표수	1375
대전광역시	대덕구	중리동	중리동제6투	무효	22
대전광역시	대덕구	중리동	중리동제6투	기권	1619
대전광역시	대덕구	법2동	법2동제5투	선거권자	2444
대전광역시	대덕구	법2동	법2동제5투	투표수	1470
대전광역시	대덕구	법2동	법2동제5투	무효	13
대전광역시	대덕구	법2동	법2동제5투	기권	974
대전광역시	대덕구	신탄진동	신탄진동제2투	선거권자	3343
대전광역시	대덕구	신탄진동	신탄진동제2투	투표수	1908
대전광역시	대덕구	신탄진동	신탄진동제2투	무효	34
대전광역시	대덕구	신탄진동	신탄진동제2투	기권	1435
대전광역시	대덕구	덕암동	덕암동제3투	선거권자	3466
대전광역시	대덕구	덕암동	덕암동제3투	투표수	1549
대전광역시	대덕구	덕암동	덕암동제3투	무효	31
대전광역시	대덕구	덕암동	덕암동제3투	기권	1917
대전광역시	대덕구	석봉동	석봉동제2투	선거권자	2249
대전광역시	대덕구	석봉동	석봉동제2투	투표수	1150
대전광역시	대덕구	석봉동	석봉동제2투	무효	30
대전광역시	대덕구	석봉동	석봉동제2투	기권	1099
대전광역시	대덕구	대화동	대화동제3투	선거권자	3319
대전광역시	대덕구	대화동	대화동제3투	투표수	1618
대전광역시	대덕구	대화동	대화동제3투	무효	41
대전광역시	대덕구	대화동	대화동제3투	기권	1701
대전광역시	대덕구	법2동	법2동제4투	선거권자	1017
대전광역시	대덕구	법2동	법2동제4투	투표수	436
대전광역시	대덕구	법2동	법2동제4투	무효	3
대전광역시	대덕구	법2동	법2동제4투	기권	581
대전광역시	대덕구	법2동	법2동제1투	선거권자	2724
대전광역시	대덕구	법2동	법2동제1투	투표수	1380
대전광역시	대덕구	법2동	법2동제1투	무효	79
대전광역시	대덕구	법2동	법2동제1투	기권	1344
대전광역시	대덕구	송촌동	송촌동제4투	선거권자	3763
대전광역시	대덕구	송촌동	송촌동제4투	투표수	2129
대전광역시	대덕구	송촌동	송촌동제4투	무효	23
대전광역시	대덕구	송촌동	송촌동제4투	기권	1634
대전광역시	대덕구	회덕동	회덕동제1투	선거권자	3423
대전광역시	대덕구	회덕동	회덕동제1투	투표수	1933
대전광역시	대덕구	회덕동	회덕동제1투	무효	36
대전광역시	대덕구	회덕동	회덕동제1투	기권	1490
대전광역시	대덕구	송촌동	송촌동제2투	선거권자	3903
대전광역시	대덕구	송촌동	송촌동제2투	투표수	2154
대전광역시	대덕구	송촌동	송촌동제2투	무효	18
대전광역시	대덕구	송촌동	송촌동제2투	기권	1749
대전광역시	대덕구	법1동	법1동제2투	선거권자	2884
대전광역시	대덕구	법1동	법1동제2투	투표수	1452
대전광역시	대덕구	법1동	법1동제2투	무효	32
대전광역시	대덕구	법1동	법1동제2투	기권	1432
대전광역시	대덕구	중리동	중리동제3투	선거권자	2617
대전광역시	대덕구	중리동	중리동제3투	투표수	1098
대전광역시	대덕구	중리동	중리동제3투	무효	18
대전광역시	대덕구	중리동	중리동제3투	기권	1519
대전광역시	대덕구	목상동	목상동제1투	선거권자	2470
대전광역시	대덕구	목상동	목상동제1투	투표수	1078
대전광역시	대덕구	목상동	목상동제1투	무효	19
대전광역시	대덕구	목상동	목상동제1투	기권	1392
대전광역시	대덕구	중리동	중리동제5투	선거권자	2842
대전광역시	대덕구	중리동	중리동제5투	투표수	1082
대전광역시	대덕구	중리동	중리동제5투	무효	21
대전광역시	대덕구	중리동	중리동제5투	기권	1760
대전광역시	대덕구	오정동	오정동제6투	선거권자	2595
대전광역시	대덕구	오정동	오정동제6투	투표수	1150
대전광역시	대덕구	오정동	오정동제6투	무효	29
대전광역시	대덕구	오정동	오정동제6투	기권	1445
대전광역시	대덕구	덕암동	덕암동제1투	선거권자	3485
대전광역시	대덕구	덕암동	덕암동제1투	투표수	1494
대전광역시	대덕구	덕암동	덕암동제1투	무효	47
대전광역시	대덕구	덕암동	덕암동제1투	기권	1991
대전광역시	대덕구	중리동	중리동제1투	선거권자	2804
대전광역시	대덕구	중리동	중리동제1투	투표수	1254
대전광역시	대덕구	중리동	중리동제1투	무효	17
대전광역시	대덕구	중리동	중리동제1투	기권	1550
대전광역시	대덕구	대화동	대화동제1투	선거권자	2663
대전광역시	대덕구	대화동	대화동제1투	투표수	1291
대전광역시	대덕구	대화동	대화동제1투	무효	108
대전광역시	대덕구	대화동	대화동제1투	기권	1372
대전광역시	대덕구	비래동	비래동제5투	선거권자	2673
대전광역시	대덕구	비래동	비래동제5투	투표수	1359
대전광역시	대덕구	비래동	비래동제5투	무효	14
대전광역시	대덕구	비래동	비래동제5투	기권	1314
대전광역시	대덕구	송촌동	송촌동제7투	선거권자	2525
대전광역시	대덕구	송촌동	송촌동제7투	투표수	1213
대전광역시	대덕구	송촌동	송촌동제7투	무효	30
대전광역시	대덕구	송촌동	송촌동제7투	기권	1312
대전광역시	대덕구	신탄진동	신탄진동제4투	선거권자	631
대전광역시	대덕구	신탄진동	신탄진동제4투	투표수	327
대전광역시	대덕구	신탄진동	신탄진동제4투	무효	8
대전광역시	대덕구	신탄진동	신탄진동제4투	기권	304
대전광역시	대덕구	신탄진동	신탄진동제1투	선거권자	3223
대전광역시	대덕구	신탄진동	신탄진동제1투	투표수	1471
대전광역시	대덕구	신탄진동	신탄진동제1투	무효	46
대전광역시	대덕구	신탄진동	신탄진동제1투	기권	1752
대전광역시	대덕구	회덕동	회덕동제2투	선거권자	2815
대전광역시	대덕구	회덕동	회덕동제2투	투표수	1342
대전광역시	대덕구	회덕동	회덕동제2투	무효	54
대전광역시	대덕구	회덕동	회덕동제2투	기권	1473
대전광역시	대덕구	법2동	법2동제3투	선거권자	4412
대전광역시	대덕구	법2동	법2동제3투	투표수	2548
대전광역시	대덕구	법2동	법2동제3투	무효	39
대전광역시	대덕구	법2동	법2동제3투	기권	1864
대전광역시	대덕구	오정동	오정동제4투	선거권자	2842
대전광역시	대덕구	오정동	오정동제4투	투표수	1355
대전광역시	대덕구	오정동	오정동제4투	무효	29
대전광역시	대덕구	오정동	오정동제4투	기권	1487
대전광역시	대덕구	중리동	중리동제7투	선거권자	2770
대전광역시	대덕구	중리동	중리동제7투	투표수	1141
대전광역시	대덕구	중리동	중리동제7투	무효	11
대전광역시	대덕구	중리동	중리동제7투	기권	1629
대전광역시	대덕구	회덕동	회덕동제4투	선거권자	3726
대전광역시	대덕구	회덕동	회덕동제4투	투표수	2094
대전광역시	대덕구	회덕동	회덕동제4투	무효	26
대전광역시	대덕구	회덕동	회덕동제4투	기권	1632
대전광역시	대덕구	송촌동	송촌동제5투	선거권자	2034
대전광역시	대덕구	송촌동	송촌동제5투	투표수	881
대전광역시	대덕구	송촌동	송촌동제5투	무효	7
대전광역시	대덕구	송촌동	송촌동제5투	기권	1153
대전광역시	동구	NA	NA	국외부재자_선거권자	343
대전광역시	동구	NA	NA	국외부재자_투표수	134
대전광역시	동구	NA	NA	국외부재자_무효	0
대전광역시	동구	NA	NA	국외부재자_기권	209
대전광역시	동구	NA	NA	국내부재자_선거권자	3923
대전광역시	동구	NA	NA	국내부재자_투표수	3565
대전광역시	동구	NA	NA	국내부재자_무효	75
대전광역시	동구	NA	NA	국내부재자_기권	358
대전광역시	동구	신인동	신인동제4투	선거권자	2123
대전광역시	동구	신인동	신인동제4투	투표수	1114
대전광역시	동구	신인동	신인동제4투	무효	44
대전광역시	동구	신인동	신인동제4투	기권	1009
대전광역시	동구	산내동	산내동제1투	선거권자	4277
대전광역시	동구	산내동	산내동제1투	투표수	2182
대전광역시	동구	산내동	산내동제1투	무효	54
대전광역시	동구	산내동	산내동제1투	기권	2095
대전광역시	동구	삼성동	삼성동제1투	선거권자	2232
대전광역시	동구	삼성동	삼성동제1투	투표수	1206
대전광역시	동구	삼성동	삼성동제1투	무효	25
대전광역시	동구	삼성동	삼성동제1투	기권	1026
대전광역시	동구	효동	효동제2투	선거권자	2349
대전광역시	동구	효동	효동제2투	투표수	1209
대전광역시	동구	효동	효동제2투	무효	40
대전광역시	동구	효동	효동제2투	기권	1140
대전광역시	동구	자양동	자양동제2투	선거권자	3218
대전광역시	동구	자양동	자양동제2투	투표수	1508
대전광역시	동구	자양동	자양동제2투	무효	19
대전광역시	동구	자양동	자양동제2투	기권	1710
대전광역시	동구	판암2동	판암2동제1투	선거권자	2573
대전광역시	동구	판암2동	판암2동제1투	투표수	1387
대전광역시	동구	판암2동	판암2동제1투	무효	49
대전광역시	동구	판암2동	판암2동제1투	기권	1186
대전광역시	동구	대청동	대청동제2투	선거권자	1364
대전광역시	동구	대청동	대청동제2투	투표수	795
대전광역시	동구	대청동	대청동제2투	무효	28
대전광역시	동구	대청동	대청동제2투	기권	569
대전광역시	동구	대동	대동제2투	선거권자	3103
대전광역시	동구	대동	대동제2투	투표수	1507
대전광역시	동구	대동	대동제2투	무효	61
대전광역시	동구	대동	대동제2투	기권	1596
대전광역시	동구	가양1동	가양1동제4투	선거권자	3735
대전광역시	동구	가양1동	가양1동제4투	투표수	1865
대전광역시	동구	가양1동	가양1동제4투	무효	36
대전광역시	동구	가양1동	가양1동제4투	기권	1870
대전광역시	동구	판암2동	판암2동제3투	선거권자	2432
대전광역시	동구	판암2동	판암2동제3투	투표수	1185
대전광역시	동구	판암2동	판암2동제3투	무효	30
대전광역시	동구	판암2동	판암2동제3투	기권	1247
대전광역시	동구	삼성동	삼성동제3투	선거권자	4737
대전광역시	동구	삼성동	삼성동제3투	투표수	2646
대전광역시	동구	삼성동	삼성동제3투	무효	46
대전광역시	동구	삼성동	삼성동제3투	기권	2091
대전광역시	동구	판암1동	판암1동제1투	선거권자	3109
대전광역시	동구	판암1동	판암1동제1투	투표수	1723
대전광역시	동구	판암1동	판암1동제1투	무효	64
대전광역시	동구	판암1동	판암1동제1투	기권	1386
대전광역시	동구	용전동	용전동제3투	선거권자	4754
대전광역시	동구	용전동	용전동제3투	투표수	1972
대전광역시	동구	용전동	용전동제3투	무효	30
대전광역시	동구	용전동	용전동제3투	기권	2782
대전광역시	동구	신인동	신인동제2투	선거권자	3800
대전광역시	동구	신인동	신인동제2투	투표수	2166
대전광역시	동구	신인동	신인동제2투	무효	29
대전광역시	동구	신인동	신인동제2투	기권	1634
대전광역시	동구	판암1동	판암1동제3투	선거권자	2742
대전광역시	동구	판암1동	판암1동제3투	투표수	1582
대전광역시	동구	판암1동	판암1동제3투	무효	30
대전광역시	동구	판암1동	판암1동제3투	기권	1160
대전광역시	동구	산내동	산내동제3투	선거권자	3066
대전광역시	동구	산내동	산내동제3투	투표수	1945
대전광역시	동구	산내동	산내동제3투	무효	24
대전광역시	동구	산내동	산내동제3투	기권	1121
대전광역시	동구	대청동	대청동제1투	선거권자	1223
대전광역시	동구	대청동	대청동제1투	투표수	728
대전광역시	동구	대청동	대청동제1투	무효	14
대전광역시	동구	대청동	대청동제1투	기권	495
대전광역시	동구	삼성동	삼성동제4투	선거권자	5101
대전광역시	동구	삼성동	삼성동제4투	투표수	2587
대전광역시	동구	삼성동	삼성동제4투	무효	51
대전광역시	동구	삼성동	삼성동제4투	기권	2514
대전광역시	동구	가양2동	가양2동제4투	선거권자	3865
대전광역시	동구	가양2동	가양2동제4투	투표수	1831
대전광역시	동구	가양2동	가양2동제4투	무효	30
대전광역시	동구	가양2동	가양2동제4투	기권	2034
대전광역시	동구	용전동	용전동제2투	선거권자	3877
대전광역시	동구	용전동	용전동제2투	투표수	1729
대전광역시	동구	용전동	용전동제2투	무효	29
대전광역시	동구	용전동	용전동제2투	기권	2148
대전광역시	동구	산내동	산내동제2투	선거권자	1116
대전광역시	동구	산내동	산내동제2투	투표수	552
대전광역시	동구	산내동	산내동제2투	무효	32
대전광역시	동구	산내동	산내동제2투	기권	564
대전광역시	동구	용전동	용전동제4투	선거권자	4252
대전광역시	동구	용전동	용전동제4투	투표수	2103
대전광역시	동구	용전동	용전동제4투	무효	21
대전광역시	동구	용전동	용전동제4투	기권	2149
대전광역시	동구	중앙동	중앙동제2투	선거권자	1753
대전광역시	동구	중앙동	중앙동제2투	투표수	918
대전광역시	동구	중앙동	중앙동제2투	무효	34
대전광역시	동구	중앙동	중앙동제2투	기권	835
대전광역시	동구	중앙동	중앙동제3투	선거권자	3353
대전광역시	동구	중앙동	중앙동제3투	투표수	1601
대전광역시	동구	중앙동	중앙동제3투	무효	41
대전광역시	동구	중앙동	중앙동제3투	기권	1752
대전광역시	동구	홍도동	홍도동제3투	선거권자	3986
대전광역시	동구	홍도동	홍도동제3투	투표수	1702
대전광역시	동구	홍도동	홍도동제3투	무효	27
대전광역시	동구	홍도동	홍도동제3투	기권	2284
대전광역시	동구	성남동	성남동제2투	선거권자	2962
대전광역시	동구	성남동	성남동제2투	투표수	1517
대전광역시	동구	성남동	성남동제2투	무효	28
대전광역시	동구	성남동	성남동제2투	기권	1445
대전광역시	동구	효동	효동제4투	선거권자	4977
대전광역시	동구	효동	효동제4투	투표수	2935
대전광역시	동구	효동	효동제4투	무효	22
대전광역시	동구	효동	효동제4투	기권	2042
대전광역시	동구	중앙동	중앙동제1투	선거권자	2523
대전광역시	동구	중앙동	중앙동제1투	투표수	1254
대전광역시	동구	중앙동	중앙동제1투	무효	22
대전광역시	동구	중앙동	중앙동제1투	기권	1269
대전광역시	동구	산내동	산내동제5투	선거권자	1307
대전광역시	동구	산내동	산내동제5투	투표수	735
대전광역시	동구	산내동	산내동제5투	무효	24
대전광역시	동구	산내동	산내동제5투	기권	572
대전광역시	동구	용운동	용운동제4투	선거권자	4236
대전광역시	동구	용운동	용운동제4투	투표수	2379
대전광역시	동구	용운동	용운동제4투	무효	34
대전광역시	동구	용운동	용운동제4투	기권	1857
대전광역시	동구	가양1동	가양1동제2투	선거권자	2445
대전광역시	동구	가양1동	가양1동제2투	투표수	1206
대전광역시	동구	가양1동	가양1동제2투	무효	23
대전광역시	동구	가양1동	가양1동제2투	기권	1239
대전광역시	동구	용운동	용운동제2투	선거권자	2789
대전광역시	동구	용운동	용운동제2투	투표수	1293
대전광역시	동구	용운동	용운동제2투	무효	15
대전광역시	동구	용운동	용운동제2투	기권	1496
대전광역시	동구	대동	대동제1투	선거권자	4579
대전광역시	동구	대동	대동제1투	투표수	2308
대전광역시	동구	대동	대동제1투	무효	35
대전광역시	동구	대동	대동제1투	기권	2271
대전광역시	동구	효동	효동제3투	선거권자	4592
대전광역시	동구	효동	효동제3투	투표수	2469
대전광역시	동구	효동	효동제3투	무효	41
대전광역시	동구	효동	효동제3투	기권	2123
대전광역시	동구	자양동	자양동제3투	선거권자	3365
대전광역시	동구	자양동	자양동제3투	투표수	1793
대전광역시	동구	자양동	자양동제3투	무효	24
대전광역시	동구	자양동	자양동제3투	기권	1572
대전광역시	동구	용전동	용전동제1투	선거권자	3982
대전광역시	동구	용전동	용전동제1투	투표수	2050
대전광역시	동구	용전동	용전동제1투	무효	23
대전광역시	동구	용전동	용전동제1투	기권	1932
대전광역시	동구	판암2동	판암2동제4투	선거권자	2572
대전광역시	동구	판암2동	판암2동제4투	투표수	1370
대전광역시	동구	판암2동	판암2동제4투	무효	39
대전광역시	동구	판암2동	판암2동제4투	기권	1202
대전광역시	동구	대동	대동제3투	선거권자	3520
대전광역시	동구	대동	대동제3투	투표수	1913
대전광역시	동구	대동	대동제3투	무효	44
대전광역시	동구	대동	대동제3투	기권	1607
대전광역시	동구	판암2동	판암2동제2투	선거권자	2269
대전광역시	동구	판암2동	판암2동제2투	투표수	1256
대전광역시	동구	판암2동	판암2동제2투	무효	52
대전광역시	동구	판암2동	판암2동제2투	기권	1013
대전광역시	동구	효동	효동제1투	선거권자	3534
대전광역시	동구	효동	효동제1투	투표수	2096
대전광역시	동구	효동	효동제1투	무효	20
대전광역시	동구	효동	효동제1투	기권	1438
대전광역시	동구	신인동	신인동제3투	선거권자	2839
대전광역시	동구	신인동	신인동제3투	투표수	1616
대전광역시	동구	신인동	신인동제3투	무효	24
대전광역시	동구	신인동	신인동제3투	기권	1223
대전광역시	동구	삼성동	삼성동제2투	선거권자	3160
대전광역시	동구	삼성동	삼성동제2투	투표수	1530
대전광역시	동구	삼성동	삼성동제2투	무효	37
대전광역시	동구	삼성동	삼성동제2투	기권	1630
대전광역시	동구	홍도동	홍도동제1투	선거권자	2447
대전광역시	동구	홍도동	홍도동제1투	투표수	1208
대전광역시	동구	홍도동	홍도동제1투	무효	25
대전광역시	동구	홍도동	홍도동제1투	기권	1239
대전광역시	동구	산내동	산내동제6투	선거권자	3609
대전광역시	동구	산내동	산내동제6투	투표수	1889
대전광역시	동구	산내동	산내동제6투	무효	63
대전광역시	동구	산내동	산내동제6투	기권	1720
대전광역시	동구	판암1동	판암1동제2투	선거권자	2685
대전광역시	동구	판암1동	판암1동제2투	투표수	1445
대전광역시	동구	판암1동	판암1동제2투	무효	11
