#특별시/광역시/도	시군구	읍면동	선거구	후보정당	후보	득표수
서울특별시	강남구갑	논현1동	논현1동제5투	새누리당	심윤조	839
서울특별시	강남구갑	논현1동	논현1동제5투	민주통합당	김성욱	816
서울특별시	강남구갑	논현1동	논현1동제5투	국민행복당	서영신	10
서울특별시	강남구갑	논현1동	논현1동제5투	무소속	권헌성	24
서울특별시	강남구갑	논현1동	논현1동제3투	새누리당	심윤조	1358
서울특별시	강남구갑	논현1동	논현1동제3투	민주통합당	김성욱	888
서울특별시	강남구갑	논현1동	논현1동제3투	국민행복당	서영신	14
서울특별시	강남구갑	논현1동	논현1동제3투	무소속	권헌성	24
서울특별시	강남구갑	삼성2동	삼성2동제4투	새누리당	심윤조	984
서울특별시	강남구갑	삼성2동	삼성2동제4투	민주통합당	김성욱	794
서울특별시	강남구갑	삼성2동	삼성2동제4투	국민행복당	서영신	11
서울특별시	강남구갑	삼성2동	삼성2동제4투	무소속	권헌성	22
서울특별시	강남구갑	청담동	청담동제4투	새누리당	심윤조	1623
서울특별시	강남구갑	청담동	청담동제4투	민주통합당	김성욱	538
서울특별시	강남구갑	청담동	청담동제4투	국민행복당	서영신	9
서울특별시	강남구갑	청담동	청담동제4투	무소속	권헌성	31
서울특별시	강남구갑	청담동	청담동제6투	새누리당	심윤조	1172
서울특별시	강남구갑	청담동	청담동제6투	민주통합당	김성욱	770
서울특별시	강남구갑	청담동	청담동제6투	국민행복당	서영신	10
서울특별시	강남구갑	청담동	청담동제6투	무소속	권헌성	25
서울특별시	강남구갑	역삼2동	역삼2동제3투	새누리당	심윤조	963
서울특별시	강남구갑	역삼2동	역삼2동제3투	민주통합당	김성욱	831
서울특별시	강남구갑	역삼2동	역삼2동제3투	국민행복당	서영신	16
서울특별시	강남구갑	역삼2동	역삼2동제3투	무소속	권헌성	43
서울특별시	강남구갑	압구정동	압구정동제6투	새누리당	심윤조	1586
서울특별시	강남구갑	압구정동	압구정동제6투	민주통합당	김성욱	370
서울특별시	강남구갑	압구정동	압구정동제6투	국민행복당	서영신	8
서울특별시	강남구갑	압구정동	압구정동제6투	무소속	권헌성	25
서울특별시	강남구갑	역삼2동	역삼2동제5투	새누리당	심윤조	1308
서울특별시	강남구갑	역삼2동	역삼2동제5투	민주통합당	김성욱	911
서울특별시	강남구갑	역삼2동	역삼2동제5투	국민행복당	서영신	11
서울특별시	강남구갑	역삼2동	역삼2동제5투	무소속	권헌성	26
서울특별시	강남구갑	압구정동	압구정동제5투	새누리당	심윤조	1869
서울특별시	강남구갑	압구정동	압구정동제5투	민주통합당	김성욱	436
서울특별시	강남구갑	압구정동	압구정동제5투	국민행복당	서영신	8
서울특별시	강남구갑	압구정동	압구정동제5투	무소속	권헌성	28
서울특별시	강남구갑	청담동	청담동제2투	새누리당	심윤조	1296
서울특별시	강남구갑	청담동	청담동제2투	민주통합당	김성욱	406
서울특별시	강남구갑	청담동	청담동제2투	국민행복당	서영신	5
서울특별시	강남구갑	청담동	청담동제2투	무소속	권헌성	24
서울특별시	강남구갑	압구정동	압구정동제1투	새누리당	심윤조	1802
서울특별시	강남구갑	압구정동	압구정동제1투	민주통합당	김성욱	246
서울특별시	강남구갑	압구정동	압구정동제1투	국민행복당	서영신	7
서울특별시	강남구갑	압구정동	압구정동제1투	무소속	권헌성	21
서울특별시	강남구갑	압구정동	압구정동제3투	새누리당	심윤조	1636
서울특별시	강남구갑	압구정동	압구정동제3투	민주통합당	김성욱	276
서울특별시	강남구갑	압구정동	압구정동제3투	국민행복당	서영신	7
서울특별시	강남구갑	압구정동	압구정동제3투	무소속	권헌성	13
서울특별시	강남구갑	논현1동	논현1동제1투	새누리당	심윤조	800
서울특별시	강남구갑	논현1동	논현1동제1투	민주통합당	김성욱	869
서울특별시	강남구갑	논현1동	논현1동제1투	국민행복당	서영신	16
서울특별시	강남구갑	논현1동	논현1동제1투	무소속	권헌성	32
서울특별시	강남구갑	논현2동	논현2동제3투	새누리당	심윤조	626
서울특별시	강남구갑	논현2동	논현2동제3투	민주통합당	김성욱	513
서울특별시	강남구갑	논현2동	논현2동제3투	국민행복당	서영신	7
서울특별시	강남구갑	논현2동	논현2동제3투	무소속	권헌성	13
서울특별시	강남구갑	도곡2동	도곡2동제4투	새누리당	심윤조	2329
서울특별시	강남구갑	도곡2동	도곡2동제4투	민주통합당	김성욱	262
서울특별시	강남구갑	도곡2동	도곡2동제4투	국민행복당	서영신	5
서울특별시	강남구갑	도곡2동	도곡2동제4투	무소속	권헌성	17
서울특별시	강남구갑	삼성1동	삼성1동제2투	새누리당	심윤조	1709
서울특별시	강남구갑	삼성1동	삼성1동제2투	민주통합당	김성욱	613
서울특별시	강남구갑	삼성1동	삼성1동제2투	국민행복당	서영신	4
서울특별시	강남구갑	삼성1동	삼성1동제2투	무소속	권헌성	26
서울특별시	강남구갑	역삼1동	역삼1동제6투	새누리당	심윤조	1009
서울특별시	강남구갑	역삼1동	역삼1동제6투	민주통합당	김성욱	887
서울특별시	강남구갑	역삼1동	역삼1동제6투	국민행복당	서영신	6
서울특별시	강남구갑	역삼1동	역삼1동제6투	무소속	권헌성	28
서울특별시	강남구갑	논현2동	논현2동제4투	새누리당	심윤조	1066
서울특별시	강남구갑	논현2동	논현2동제4투	민주통합당	김성욱	617
서울특별시	강남구갑	논현2동	논현2동제4투	국민행복당	서영신	6
서울특별시	강남구갑	논현2동	논현2동제4투	무소속	권헌성	15
서울특별시	강남구갑	논현2동	논현2동제1투	새누리당	심윤조	1482
서울특별시	강남구갑	논현2동	논현2동제1투	민주통합당	김성욱	799
서울특별시	강남구갑	논현2동	논현2동제1투	국민행복당	서영신	13
서울특별시	강남구갑	논현2동	논현2동제1투	무소속	권헌성	26
서울특별시	강남구갑	도곡1동	도곡1동제4투	새누리당	심윤조	1264
서울특별시	강남구갑	도곡1동	도곡1동제4투	민주통합당	김성욱	1057
서울특별시	강남구갑	도곡1동	도곡1동제4투	국민행복당	서영신	21
서울특별시	강남구갑	도곡1동	도곡1동제4투	무소속	권헌성	41
서울특별시	강남구갑	신사동	신사동제2투	새누리당	심윤조	633
서울특별시	강남구갑	신사동	신사동제2투	민주통합당	김성욱	617
서울특별시	강남구갑	신사동	신사동제2투	국민행복당	서영신	6
서울특별시	강남구갑	신사동	신사동제2투	무소속	권헌성	22
서울특별시	강남구갑	역삼2동	역삼2동제1투	새누리당	심윤조	1704
서울특별시	강남구갑	역삼2동	역삼2동제1투	민주통합당	김성욱	963
서울특별시	강남구갑	역삼2동	역삼2동제1투	국민행복당	서영신	14
서울특별시	강남구갑	역삼2동	역삼2동제1투	무소속	권헌성	33
서울특별시	강남구갑	신사동	신사동제4투	새누리당	심윤조	1687
서울특별시	강남구갑	신사동	신사동제4투	민주통합당	김성욱	251
서울특별시	강남구갑	신사동	신사동제4투	국민행복당	서영신	7
서울특별시	강남구갑	신사동	신사동제4투	무소속	권헌성	24
서울특별시	강남구갑	역삼2동	역삼2동제2투	새누리당	심윤조	1346
서울특별시	강남구갑	역삼2동	역삼2동제2투	민주통합당	김성욱	555
서울특별시	강남구갑	역삼2동	역삼2동제2투	국민행복당	서영신	4
서울특별시	강남구갑	역삼2동	역삼2동제2투	무소속	권헌성	32
서울특별시	강남구갑	역삼1동	역삼1동제1투	새누리당	심윤조	758
서울특별시	강남구갑	역삼1동	역삼1동제1투	민주통합당	김성욱	644
서울특별시	강남구갑	역삼1동	역삼1동제1투	국민행복당	서영신	6
서울특별시	강남구갑	역삼1동	역삼1동제1투	무소속	권헌성	22
