#특별시/광역시/도	시군구	읍면동	선거구	항목	항목값
제주특별자치도	서귀포시	NA	NA	국외부재자_선거권자	158
제주특별자치도	서귀포시	NA	NA	국외부재자_투표수	63
제주특별자치도	서귀포시	NA	NA	국외부재자_무효	0
제주특별자치도	서귀포시	NA	NA	국외부재자_기권	95
제주특별자치도	서귀포시	NA	NA	국내부재자_선거권자	2892
제주특별자치도	서귀포시	NA	NA	국내부재자_투표수	2667
제주특별자치도	서귀포시	NA	NA	국내부재자_무효	48
제주특별자치도	서귀포시	NA	NA	국내부재자_기권	225
제주특별자치도	서귀포시	성산읍	성산읍제4투	선거권자	936
제주특별자치도	서귀포시	성산읍	성산읍제4투	투표수	540
제주특별자치도	서귀포시	성산읍	성산읍제4투	무효	12
제주특별자치도	서귀포시	성산읍	성산읍제4투	기권	396
제주특별자치도	서귀포시	남원읍	남원읍제9투	선거권자	440
제주특별자치도	서귀포시	남원읍	남원읍제9투	투표수	271
제주특별자치도	서귀포시	남원읍	남원읍제9투	무효	7
제주특별자치도	서귀포시	남원읍	남원읍제9투	기권	169
제주특별자치도	서귀포시	남원읍	남원읍제7투	선거권자	935
제주특별자치도	서귀포시	남원읍	남원읍제7투	투표수	580
제주특별자치도	서귀포시	남원읍	남원읍제7투	무효	8
제주특별자치도	서귀포시	남원읍	남원읍제7투	기권	355
제주특별자치도	서귀포시	대정읍	대정읍제7투	선거권자	706
제주특별자치도	서귀포시	대정읍	대정읍제7투	투표수	547
제주특별자치도	서귀포시	대정읍	대정읍제7투	무효	18
제주특별자치도	서귀포시	대정읍	대정읍제7투	기권	159
제주특별자치도	서귀포시	성산읍	성산읍제12투	선거권자	440
제주특별자치도	서귀포시	성산읍	성산읍제12투	투표수	290
제주특별자치도	서귀포시	성산읍	성산읍제12투	무효	5
제주특별자치도	서귀포시	성산읍	성산읍제12투	기권	150
제주특별자치도	서귀포시	남원읍	남원읍제11투	선거권자	286
제주특별자치도	서귀포시	남원읍	남원읍제11투	투표수	206
제주특별자치도	서귀포시	남원읍	남원읍제11투	무효	5
제주특별자치도	서귀포시	남원읍	남원읍제11투	기권	80
제주특별자치도	서귀포시	대천동	대천동제5투	선거권자	1804
제주특별자치도	서귀포시	대천동	대천동제5투	투표수	1082
제주특별자치도	서귀포시	대천동	대천동제5투	무효	4
제주특별자치도	서귀포시	대천동	대천동제5투	기권	722
제주특별자치도	서귀포시	표선면	표선면제2투	선거권자	763
제주특별자치도	서귀포시	표선면	표선면제2투	투표수	467
제주특별자치도	서귀포시	표선면	표선면제2투	무효	3
제주특별자치도	서귀포시	표선면	표선면제2투	기권	296
제주특별자치도	서귀포시	안덕면	안덕면제3투	선거권자	760
제주특별자치도	서귀포시	안덕면	안덕면제3투	투표수	481
제주특별자치도	서귀포시	안덕면	안덕면제3투	무효	5
제주특별자치도	서귀포시	안덕면	안덕면제3투	기권	279
제주특별자치도	서귀포시	성산읍	성산읍제5투	선거권자	1084
제주특별자치도	서귀포시	성산읍	성산읍제5투	투표수	596
제주특별자치도	서귀포시	성산읍	성산읍제5투	무효	14
제주특별자치도	서귀포시	성산읍	성산읍제5투	기권	488
제주특별자치도	서귀포시	서홍동	서홍동제1투	선거권자	3823
제주특별자치도	서귀포시	서홍동	서홍동제1투	투표수	2210
제주특별자치도	서귀포시	서홍동	서홍동제1투	무효	21
제주특별자치도	서귀포시	서홍동	서홍동제1투	기권	1613
제주특별자치도	서귀포시	예래동	예래동제3투	선거권자	406
제주특별자치도	서귀포시	예래동	예래동제3투	투표수	260
제주특별자치도	서귀포시	예래동	예래동제3투	무효	3
제주특별자치도	서귀포시	예래동	예래동제3투	기권	146
제주특별자치도	서귀포시	대정읍	대정읍제4투	선거권자	575
제주특별자치도	서귀포시	대정읍	대정읍제4투	투표수	407
제주특별자치도	서귀포시	대정읍	대정읍제4투	무효	6
제주특별자치도	서귀포시	대정읍	대정읍제4투	기권	168
제주특별자치도	서귀포시	남원읍	남원읍제6투	선거권자	1581
제주특별자치도	서귀포시	남원읍	남원읍제6투	투표수	933
제주특별자치도	서귀포시	남원읍	남원읍제6투	무효	10
제주특별자치도	서귀포시	남원읍	남원읍제6투	기권	648
제주특별자치도	서귀포시	성산읍	성산읍제11투	선거권자	818
제주특별자치도	서귀포시	성산읍	성산읍제11투	투표수	475
제주특별자치도	서귀포시	성산읍	성산읍제11투	무효	11
제주특별자치도	서귀포시	성산읍	성산읍제11투	기권	343
제주특별자치도	서귀포시	남원읍	남원읍제12투	선거권자	432
제주특별자치도	서귀포시	남원읍	남원읍제12투	투표수	289
제주특별자치도	서귀포시	남원읍	남원읍제12투	무효	2
제주특별자치도	서귀포시	남원읍	남원읍제12투	기권	143
제주특별자치도	서귀포시	대천동	대천동제4투	선거권자	509
제주특별자치도	서귀포시	대천동	대천동제4투	투표수	307
제주특별자치도	서귀포시	대천동	대천동제4투	무효	1
제주특별자치도	서귀포시	대천동	대천동제4투	기권	202
제주특별자치도	서귀포시	영천동	영천동제1투	선거권자	2777
제주특별자치도	서귀포시	영천동	영천동제1투	투표수	1550
제주특별자치도	서귀포시	영천동	영천동제1투	무효	18
제주특별자치도	서귀포시	영천동	영천동제1투	기권	1227
제주특별자치도	서귀포시	대륜동	대륜동제1투	선거권자	2009
제주특별자치도	서귀포시	대륜동	대륜동제1투	투표수	1164
제주특별자치도	서귀포시	대륜동	대륜동제1투	무효	13
제주특별자치도	서귀포시	대륜동	대륜동제1투	기권	845
제주특별자치도	서귀포시	표선면	표선면제3투	선거권자	999
제주특별자치도	서귀포시	표선면	표선면제3투	투표수	604
제주특별자치도	서귀포시	표선면	표선면제3투	무효	7
제주특별자치도	서귀포시	표선면	표선면제3투	기권	395
제주특별자치도	서귀포시	안덕면	안덕면제2투	선거권자	1672
제주특별자치도	서귀포시	안덕면	안덕면제2투	투표수	1072
제주특별자치도	서귀포시	안덕면	안덕면제2투	무효	10
제주특별자치도	서귀포시	안덕면	안덕면제2투	기권	600
제주특별자치도	서귀포시	남원읍	남원읍제1투	선거권자	707
제주특별자치도	서귀포시	남원읍	남원읍제1투	투표수	445
제주특별자치도	서귀포시	남원읍	남원읍제1투	무효	4
제주특별자치도	서귀포시	남원읍	남원읍제1투	기권	262
제주특별자치도	서귀포시	효돈동	효돈동제1투	선거권자	1441
제주특별자치도	서귀포시	효돈동	효돈동제1투	투표수	1006
제주특별자치도	서귀포시	효돈동	효돈동제1투	무효	10
제주특별자치도	서귀포시	효돈동	효돈동제1투	기권	435
제주특별자치도	서귀포시	예래동	예래동제2투	선거권자	1765
제주특별자치도	서귀포시	예래동	예래동제2투	투표수	1079
제주특별자치도	서귀포시	예래동	예래동제2투	무효	16
제주특별자치도	서귀포시	예래동	예래동제2투	기권	686
제주특별자치도	서귀포시	성산읍	성산읍제10투	선거권자	487
제주특별자치도	서귀포시	성산읍	성산읍제10투	투표수	290
제주특별자치도	서귀포시	성산읍	성산읍제10투	무효	7
제주특별자치도	서귀포시	성산읍	성산읍제10투	기권	197
제주특별자치도	서귀포시	성산읍	성산읍제6투	선거권자	946
제주특별자치도	서귀포시	성산읍	성산읍제6투	투표수	553
제주특별자치도	서귀포시	성산읍	성산읍제6투	무효	11
제주특별자치도	서귀포시	성산읍	성산읍제6투	기권	393
제주특별자치도	서귀포시	표선면	표선면제4투	선거권자	587
제주특별자치도	서귀포시	표선면	표선면제4투	투표수	369
제주특별자치도	서귀포시	표선면	표선면제4투	무효	8
제주특별자치도	서귀포시	표선면	표선면제4투	기권	218
제주특별자치도	서귀포시	동홍동	동홍동제4투	선거권자	2829
제주특별자치도	서귀포시	동홍동	동홍동제4투	투표수	1675
제주특별자치도	서귀포시	동홍동	동홍동제4투	무효	25
제주특별자치도	서귀포시	동홍동	동홍동제4투	기권	1154
제주특별자치도	서귀포시	영천동	영천동제2투	선거권자	595
제주특별자치도	서귀포시	영천동	영천동제2투	투표수	381
제주특별자치도	서귀포시	영천동	영천동제2투	무효	6
제주특별자치도	서귀포시	영천동	영천동제2투	기권	214
제주특별자치도	서귀포시	안덕면	안덕면제1투	선거권자	1897
제주특별자치도	서귀포시	안덕면	안덕면제1투	투표수	1158
제주특별자치도	서귀포시	안덕면	안덕면제1투	무효	7
제주특별자치도	서귀포시	안덕면	안덕면제1투	기권	739
제주특별자치도	서귀포시	남원읍	남원읍제13투	선거권자	447
제주특별자치도	서귀포시	남원읍	남원읍제13투	투표수	302
제주특별자치도	서귀포시	남원읍	남원읍제13투	무효	2
제주특별자치도	서귀포시	남원읍	남원읍제13투	기권	145
제주특별자치도	서귀포시	송산동	송산동제2투	선거권자	1886
제주특별자치도	서귀포시	송산동	송산동제2투	투표수	1114
제주특별자치도	서귀포시	송산동	송산동제2투	무효	13
제주특별자치도	서귀포시	송산동	송산동제2투	기권	772
제주특별자치도	서귀포시	천지동	천지동제1투	선거권자	2899
제주특별자치도	서귀포시	천지동	천지동제1투	투표수	1506
제주특별자치도	서귀포시	천지동	천지동제1투	무효	8
제주특별자치도	서귀포시	천지동	천지동제1투	기권	1393
제주특별자치도	서귀포시	성산읍	성산읍제7투	선거권자	539
제주특별자치도	서귀포시	성산읍	성산읍제7투	투표수	344
제주특별자치도	서귀포시	성산읍	성산읍제7투	무효	5
